shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
9__1__013__1_-_IT_1,40.0322544444816,-3.5926360427034,12000026,39.455002702077
9__1__013__1_-_IT_1,40.0322937705894,-3.59263731369129,12000027,39.556663017094
9__1__013__1_-_IT_1,40.0323302077092,-3.59264414100189,12000028,39.662409382157
9__1__013__1_-_IT_1,40.0323673221,-3.59265841673547,12000029,39.772451534063
9__1__013__1_-_IT_1,40.0324034394346,-3.59267527292674,12000030,39.886752684343
9__1__013__1_-_IT_1,40.032537842444,-3.59276238452908,12000031,40.017720821093
9__1__013__1_-_IT_1,40.0325556151535,-3.59276832601702,12000032,40.150725723524
9__1__013__1_-_IT_1,40.0325862795875,-3.59276726354363,12000033,40.287135411601
9__1__013__1_-_IT_1,40.032622394939,-3.59276601150325,12000034,40.427555122507
9__1__013__1_-_IT_1,40.0328566094484,-3.59274644388627,12000035,40.594024874436
9__1__013__1_-_IT_1,40.0329559400735,-3.59273430207096,12000036,40.771568328118
9__1__013__1_-_IT_1,40.0333289547298,-3.59269783667715,12000037,40.990631037834
9__1__013__1_-_IT_1,40.0338975366726,-3.59262862447716,12000038,41.273078813179
9__1__013__1_-_IT_1,40.0341675831408,-3.59259537619621,12000039,41.585634162488
9__1__013__1_-_IT_1,40.0344582997087,-3.59256438936871,12000040,41.930565539206
9__1__013__1_-_IT_1,40.0350880482089,-3.59249726561246,12000041,42.345629677857
9__1__013__1_-_IT_1,40.0351738257059,-3.59248509018371,12000042,42.770271139311
9__1__013__1_-_IT_1,40.0351844355926,-3.59247978329034,12000043,43.196174281201
9__1__013__1_-_IT_1,40.0351927972299,-3.59247031355176,12000044,43.623307924655
9__1__013__1_-_IT_1,40.0351977808843,-3.59245190776009,12000045,44.052106500327
9__1__013__1_-_IT_1,40.0351977858807,-3.59242960852251,12000046,44.482807614477
9__1__013__1_-_IT_1,40.0351812230783,-3.59219049784438,12000047,44.933991969152
9__1__013__1_-_IT_1,40.0351395761215,-3.59162817745265,12000048,45.433374883089
9__1__013__1_-_IT_1,40.0350275552126,-3.59006856207549,12000049,46.06640175074
9__1__013__1_-_IT_1,40.0349976915362,-3.58964879692897,12000050,46.735395521544
9__1__013__1_-_IT_1,40.034983663589,-3.5894807328581,12000051,47.418812600574
9__1__013__1_-_IT_1,40.0349674087468,-3.58926278150834,12000052,48.120912345068
9__1__013__1_-_IT_1,40.0349674087468,-3.58926278150834,13000001,48.120912345068
9__1__013__1_-_IT_1,40.0349116740042,-3.58845719966165,13000002,48.189921483763
9__1__013__1_-_IT_1,40.0349070851609,-3.5884256635685,13000003,48.261669030436
9__1__013__1_-_IT_1,40.0348964640815,-3.58838601628459,13000004,48.336998777058
9__1__013__1_-_IT_1,40.0348789210858,-3.58834898660401,13000005,48.416039703676
9__1__013__1_-_IT_1,40.0348580510199,-3.58831688398559,13000006,48.498667814037
9__1__013__1_-_IT_1,40.034843607259,-3.58828483660459,13000007,48.584465512132
9__1__013__1_-_IT_1,40.0348245212426,-3.5882466696792,13000008,48.674148011548
9__1__013__1_-_IT_1,40.0348159499417,-3.58820859193851,13000009,48.767215698934
9__1__013__1_-_IT_1,40.0348120496788,-3.58817131502659,13000010,48.86349314199
9__1__013__1_-_IT_1,40.0348174579511,-3.58814171796346,13000011,48.962366145828
9__1__013__1_-_IT_1,40.0348333827343,-3.5881122124039,13000012,49.064315103471
9__1__013__1_-_IT_1,40.0348492573702,-3.58809258601655,13000013,49.168694819024
9__1__013__1_-_IT_1,40.034863235374,-3.58806960519257,13000014,49.275574820373
9__1__013__1_-_IT_1,40.0348728914475,-3.58804591210932,13000015,49.384742838944
9__1__013__1_-_IT_1,40.0348785892578,-3.58801908482193,13000016,49.496285496076
9__1__013__1_-_IT_1,40.0348787962416,-3.58799427561184,13000017,49.60994497234
9__1__013__1_-_IT_1,40.0348655330022,-3.5878639626481,13000018,49.734819647108
9__1__013__1_-_IT_1,40.0348092467936,-3.58712191310204,13000019,49.923312705044
9__1__013__1_-_IT_1,40.0347178082739,-3.58581823279126,13000020,50.223496573389
9__1__013__1_-_IT_1,40.0346380453831,-3.58461968935141,13000021,50.626321643223
9__1__013__1_-_IT_1,40.0346380453831,-3.58461968935141,14000001,50.626321643223
9__1__013__1_-_IT_1,40.034597949742,-3.5840633313047,14000002,50.673997828637
9__1__013__1_-_IT_1,40.0345887278251,-3.584001228937,14000003,50.72707050252
9__1__013__1_-_IT_1,40.0345686847579,-3.58395764128019,14000004,50.78447666214
9__1__013__1_-_IT_1,40.0345367389195,-3.5839108519495,14000005,50.847222208363
9__1__013__1_-_IT_1,40.034511222844,-3.58385448992501,14000006,50.915548548703
9__1__013__1_-_IT_1,40.0344979080234,-3.58381128322991,14000007,50.987846461976
9__1__013__1_-_IT_1,40.0344909439404,-3.58377400991555,14000008,51.063417102466
9__1__013__1_-_IT_1,40.0344888031381,-3.58372592298488,14000009,51.143097363555
9__1__013__1_-_IT_1,40.03449740348,-3.58367482744158,14000010,51.227240352437
9__1__013__1_-_IT_1,40.0345215057702,-3.5836223133495,14000011,51.316601709077
9__1__013__1_-_IT_1,40.0345427102235,-3.58356968075327,14000012,51.411033033726
9__1__013__1_-_IT_1,40.0345554505698,-3.58350889791907,14000013,51.510839648136
9__1__013__1_-_IT_1,40.034555721259,-3.58345514215986,14000014,51.615232762546
9__1__013__1_-_IT_1,40.0345480433214,-3.58332949982316,14000015,51.730379410095
9__1__013__1_-_IT_1,40.0344787098863,-3.58241559497041,14000016,51.923878625206
9__1__013__1_-_IT_1,40.0344767234679,-3.58233649818812,14000017,52.124129926866
9__1__013__1_-_IT_1,40.0344747214119,-3.58226050263296,14000018,52.330868926612
9__1__013__1_-_IT_1,40.0344775415537,-3.58217369334089,14000019,52.545021050107
9__1__013__1_-_IT_1,40.0344815379737,-3.5820899965701,14000020,52.766327890878
9__1__013__1_-_IT_1,40.0344902855741,-3.58200944036179,14000021,52.994575975675
9__1__013__1_-_IT_1,40.0345002406215,-3.5819257930385,14000022,53.230045824615
9__1__013__1_-_IT_1,40.0345124713628,-3.58186387336034,14000023,53.470970251256
9__1__013__1_-_IT_1,40.0345381115382,-3.58174517303234,14000024,53.722414373221
9__1__013__1_-_IT_1,40.0345793851516,-3.58159308939734,14000025,53.987619110789
9__1__013__1_-_IT_1,40.0347721801536,-3.58093882854708,14000026,54.312605956314
9__1__013__1_-_IT_1,40.0351511048343,-3.5795309984863,14000027,54.764857685623
9__1__013__1_-_IT_1,40.0352040172565,-3.57937164279177,14000028,55.231919631424
9__1__013__1_-_IT_1,40.035238175717,-3.57930188332559,14000029,55.706038358961
9__1__013__1_-_IT_1,40.0352835703812,-3.57923873458984,14000030,56.187533721755
9__1__013__1_-_IT_1,40.0353375835766,-3.57920498245232,14000031,56.675679978297
9__1__013__1_-_IT_1,40.0354129074323,-3.57916652284825,14000032,57.172807612704
9__1__013__1_-_IT_1,40.0356525564372,-3.5790708065338,14000033,57.697760248545
9__1__013__1_-_IT_1,40.0357956016618,-3.5790117415981,14000034,58.239370608798
9__1__013__1_-_IT_1,40.0357948874227,-3.57901097485504,15000001,58.239370608798
9__1__013__1_-_IT_1,40.0363190232072,-3.57881255993436,15000002,58.299959540421
9__1__013__1_-_IT_1,40.0369619491562,-3.57854198839397,15000003,58.435550386545
9__1__013__1_-_IT_1,40.0373631249015,-3.57836428161403,15000004,58.618179768568
9__1__013__1_-_IT_1,40.0377052647124,-3.57820838482836,15000005,58.841046495625
9__1__013__1_-_IT_1,40.0377243532347,-3.57820482448316,15000006,59.066053602353
9__1__013__1_-_IT_1,40.0377452986047,-3.57821120322619,15000007,59.293448370637
9__1__013__1_-_IT_1,40.0377604735489,-3.57822745898814,15000008,59.523024965151
9__1__013__1_-_IT_1,40.0377756060599,-3.57825239767702,15000009,59.755312283268
9__1__013__1_-_IT_1,40.0377850167751,-3.57827728687183,15000010,59.989966032126
9__1__013__1_-_IT_1,40.0377943655691,-3.57831458157638,15000011,60.2279665143
9__1__013__1_-_IT_1,40.0378026682926,-3.57837047532269,15000012,60.470823812561
9__1__013__1_-_IT_1,40.0378089903086,-3.57844123981551,15000013,60.719759037735
9__1__013__1_-_IT_1,40.0378192993645,-3.57849931081477,15000014,60.973779019265
9__1__013__1_-_IT_1,40.0378323192353,-3.57854315960555,15000015,61.231809390877
9__1__013__1_-_IT_1,40.037845414336,-3.5785941322041,15000016,61.494424966032
9__1__013__1_-_IT_1,40.0378518716046,-3.57863760556249,15000017,61.760818090959
9__1__013__1_-_IT_1,40.0378518716046,-3.57863760556249,16000001,61.760818090959
9__1__013__1_-_IT_1,40.0378488067246,-3.57867851699592,16000002,61.764324993082
9__1__013__1_-_IT_1,40.0378399589807,-3.57873178440129,16000003,61.772481307737
9__1__013__1_-_IT_1,40.0378359346911,-3.5787739278465,16000004,61.784260735112
9__1__013__1_-_IT_1,40.0378375383245,-3.57883472792151,16000005,61.801230381721
9__1__013__1_-_IT_1,40.0378662122011,-3.57915824942086,16000006,61.845984186478
9__1__013__1_-_IT_1,40.0378847927095,-3.57939291644062,16000007,61.910864568254
9__1__013__1_-_IT_1,40.0379021304315,-3.57962918008244,16000008,61.9959934509
9__1__013__1_-_IT_1,40.0379122531502,-3.57982683185217,16000009,62.098022394311
9__1__013__1_-_IT_1,40.037922303163,-3.58003894037632,16000010,62.21818173329
9__1__013__1_-_IT_1,40.0379254279145,-3.58015461598529,16000011,62.348216033139
9__1__013__1_-_IT_1,40.0379225965596,-3.58022687269557,16000012,62.484422921833
9__1__013__1_-_IT_1,40.0379226347755,-3.58028832773571,16000013,62.62587285115
9__1__013__1_-_IT_1,40.0379180949733,-3.58034478107781,16000014,62.772165386841
9__1__013__1_-_IT_1,40.037909353746,-3.58039012079269,16000015,62.922445904524
9__1__013__1_-_IT_1,40.0378947083408,-3.58042433478372,16000016,63.076067501747
9__1__013__1_-_IT_1,40.0378715658018,-3.58045515366621,16000017,63.233364893885
9__1__013__1_-_IT_1,40.0378416686291,-3.58047483843649,16000018,63.394381465471
9__1__013__1_-_IT_1,40.0378088986344,-3.58048563855317,16000019,63.559150213417
9__1__013__1_-_IT_1,40.0377525069155,-3.58049737534126,16000020,63.730257709556
9__1__013__1_-_IT_1,40.037457025552,-3.58052929330137,16000021,63.934274805285
9__1__013__1_-_IT_1,40.0373553926644,-3.58054175636446,16000022,64.149622572508
9__1__013__1_-_IT_1,40.0368057169387,-3.58060229613216,16000023,64.426199441469
9__1__013__1_-_IT_1,40.0362332231489,-3.58066771087745,16000024,64.766564458683
9__1__013__1_-_IT_1,40.0362063526304,-3.58067330255686,16000025,65.109949863412
9__1__013__1_-_IT_1,40.0361803823166,-3.58068228226537,16000026,65.45631789689
9__1__013__1_-_IT_1,40.0361581696991,-3.5806976010228,16000027,65.80547639388
9__1__013__1_-_IT_1,40.0361384881064,-3.58071737185522,16000028,66.157394873343
9__1__013__1_-_IT_1,40.0361108062254,-3.58073995940085,16000029,66.512940222865
