trip_id,route_id,service_id,trip_headsign,direction_id,shape_id,route_short_name,route_long_name,route_type,stop_id,stop_name,stop_lat,stop_lon,arrival_time,departure_time,stop_sequence,wheelchair_boarding,wikidata_link
9010201_9__1__013_-9__1__013__2_09:45:00_1_-__7_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_20633,CECILIO LÁZARO-VÍCTIMAS DEL TERRORISMO,40.0358238220215,-3.58082175254822,09:45:00,09:45:00,16,0,http://www.wikidata.org/entity/Q5755509
9010201_9__1__013_-9__1__013__2_09:45:00_1_-__7_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_16768,MORERAS-JULIO VALDEÓN,40.0347328186035,-3.58466863632202,09:45:00,09:45:00,17,2,http://www.wikidata.org/entity/Q85696104
9010201_9__1__013_-9__1__013__2_09:45:00_1_-__7_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_20630,ÁLVAREZ DE QUINDOS-CÁNDIDO LÓPEZ Y MALTA,40.0346527099609,-3.58845376968384,09:45:00,09:45:00,18,0,http://www.wikidata.org/entity/Q85696104
9010201_9__1__013_-9__1__013__2_09:45:00_1_-__7_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_20627,ALVAREZ DE QUINDOS-CUARTELES,40.0328063964844,-3.58992648124695,09:45:00,09:45:00,19,0,http://www.wikidata.org/entity/Q85696104
9010201_9__1__013_-9__1__013__2_09:45:00_1_-__7_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_16763,GTA.NUEVO ARANJUEZ-PRIMERO DE MAYO,40.0324859619141,-3.59264302253723,09:45:00,09:45:00,20,2,http://www.wikidata.org/entity/Q24024570
9010201_9__1__013_-9__1__013__2_09:45:00_1_-__7_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_09602,PRIMERO DE MAYO-POLIDEPORTIVO,40.0340003967285,-3.59256219863892,09:45:00,09:45:00,21,2,http://www.wikidata.org/entity/Q85696104
9010201_9__1__013_-9__1__013__2_09:45:00_1_-__7_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_09594,MORERAS-PRIMERO DE MAYO,40.0353126525879,-3.59279632568359,09:45:00,09:45:00,22,2,http://www.wikidata.org/entity/Q85696104
9010201_9__1__013_-9__1__013__2_09:45:00_1_-__7_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_09591,MORERAS-ANCHA,40.035457611084,-3.59477853775024,09:45:00,09:45:00,23,2,http://www.wikidata.org/entity/Q5909173
9010201_9__1__013_-9__1__013__2_09:45:00_1_-__7_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_09588,PRÍNCIPE-IGLESIA,40.0357513427734,-3.59848499298096,09:45:00,09:45:00,24,2,http://www.wikidata.org/entity/Q135485669
9010201_9__1__013_-9__1__013__2_09:45:00_1_-__7_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_19407,INFANTAS-CAP.ANGOSTO GÓMEZ CASTRILLÓN,40.0348091125488,-3.60132479667664,09:45:00,09:45:00,25,0,http://www.wikidata.org/entity/Q8343724
9010201_9__1__013_-9__1__013__2_09:45:00_1_-__7_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_09583,REY-AUDITORIO,40.0323905944824,-3.60051822662354,09:45:00,09:45:00,26,2,http://www.wikidata.org/entity/Q27038964
9010201_9__1__013_-9__1__013__2_09:45:00_1_-__7_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_16754,GOBERNADOR-ALMÍBAR,40.0324363708496,-3.60239410400391,09:45:00,09:45:00,27,2,http://www.wikidata.org/entity/Q109946504
9010201_9__1__013_-9__1__013__2_09:45:00_1_-__7_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_09571,GOBERNADOR-MERCADO DE ABASTOS,40.0326385498047,-3.60506820678711,09:45:00,09:45:00,28,2,http://www.wikidata.org/entity/Q6010514
9010201_9__1__013_-9__1__013__2_09:45:00_1_-__7_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_09573,GOBERNADOR-VALERAS,40.032772064209,-3.60856199264526,09:45:00,09:45:00,29,2,http://www.wikidata.org/entity/Q111388619
9010201_9__1__013_-9__1__013__2_09:45:00_1_-__7_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_21328,VALERAS-SAN ANTONIO,40.0337829589844,-3.60854744911194,09:45:00,09:45:00,30,0,http://www.wikidata.org/entity/Q111388619
9010201_9__1__013_-9__1__013__2_09:45:00_1_-__7_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_09568,ESTACIÓN-EST.ARANJUEZ,40.0345268249512,-3.61783719062805,09:45:00,09:45:00,31,2,http://www.wikidata.org/entity/Q3394535
9010201_9__1__013_-9__1__013__2_10:45:00_1_-__9_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_09568,ESTACIÓN-EST.ARANJUEZ,40.0345268249512,-3.61783719062805,10:45:00,10:45:00,0,2,http://www.wikidata.org/entity/Q3394535
9010201_9__1__013_-9__1__013__2_10:45:00_1_-__9_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_21327,VALERAS-SAN ANTONIO,40.0337181091309,-3.60868763923645,10:45:00,10:45:00,1,0,http://www.wikidata.org/entity/Q111388619
9010201_9__1__013_-9__1__013__2_10:45:00_1_-__9_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_09572,ABASTOS-FLORIDA,40.0320510864258,-3.60703206062317,10:45:00,10:45:00,2,2,http://www.wikidata.org/entity/Q109946281
9010201_9__1__013_-9__1__013__2_10:45:00_1_-__9_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_09576,ABASTOS-AYUNTAMIENTO,40.0319328308105,-3.60386633872986,10:45:00,10:45:00,3,2,http://www.wikidata.org/entity/Q126830041
9010201_9__1__013_-9__1__013__2_10:45:00_1_-__9_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_09640,ABASTOS-CONCHA,40.0317115783691,-3.60102796554565,10:45:00,10:45:00,4,2,http://www.wikidata.org/entity/Q42200530
9010201_9__1__013_-9__1__013__2_10:45:00_1_-__9_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_09584,FOSO-GOBERNADOR,40.0323944091797,-3.59809231758118,10:45:00,10:45:00,5,2,http://www.wikidata.org/entity/Q27038964
9010201_9__1__013_-9__1__013__2_10:45:00_1_-__9_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_09585,FOSO-INFANTAS,40.0333786010742,-3.59798359870911,10:45:00,10:45:00,6,2,http://www.wikidata.org/entity/Q8343724
9010201_9__1__013_-9__1__013__2_10:45:00_1_-__9_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_09590,MORERAS-LA BARRACA DE FEDERICO GªLORCA,40.0354804992676,-3.59678292274475,10:45:00,10:45:00,7,2,http://www.wikidata.org/entity/Q5909173
9010201_9__1__013_-9__1__013__2_10:45:00_1_-__9_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_09592,MORERAS-ANCHA,40.0353317260742,-3.59467196464539,10:45:00,10:45:00,8,2,http://www.wikidata.org/entity/Q85696104
9010201_9__1__013_-9__1__013__2_10:45:00_1_-__9_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_09593,MORERAS-PRIMERO DE MAYO,40.035213470459,-3.59281897544861,10:45:00,10:45:00,9,2,http://www.wikidata.org/entity/Q85696104
9010201_9__1__013_-9__1__013__2_10:45:00_1_-__9_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_17126,PRIMERO DE MAYO-POLIDEPORTIVO,40.0340423583984,-3.59273838996887,10:45:00,10:45:00,10,2,http://www.wikidata.org/entity/Q85696104
9010201_9__1__013_-9__1__013__2_10:45:00_1_-__9_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_09577,GTA.NUEVO ARANJUEZ-CUARTELES,40.0324363708496,-3.5931932926178,10:45:00,10:45:00,11,2,http://www.wikidata.org/entity/Q24024570
9010201_9__1__013_-9__1__013__2_10:45:00_1_-__9_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_09597,MORERAS-COLEGIO,40.0349349975586,-3.58926510810852,10:45:00,10:45:00,12,2,http://www.wikidata.org/entity/Q85696104
9010201_9__1__013_-9__1__013__2_10:45:00_1_-__9_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_16102,MORERAS-AUGUSTO MORENO,40.0346069335938,-3.584632396698,10:45:00,10:45:00,13,2,http://www.wikidata.org/entity/Q85696104
9010201_9__1__013_-9__1__013__2_10:45:00_1_-__9_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_20631,CARAMILLAR-NORIA,40.0358085632324,-3.57899308204651,10:45:00,10:45:00,14,0,http://www.wikidata.org/entity/Q5755509
9010201_9__1__013_-9__1__013__2_10:45:00_1_-__9_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_20632,ESTUDIOS CINEMATOGRÁFICOS-MEDIODÍA,40.037899017334,-3.57871770858765,10:45:00,10:45:00,15,0,http://www.wikidata.org/entity/Q5755509
9010201_9__1__013_-9__1__013__2_10:45:00_1_-__9_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_20633,CECILIO LÁZARO-VÍCTIMAS DEL TERRORISMO,40.0358238220215,-3.58082175254822,10:45:00,10:45:00,16,0,http://www.wikidata.org/entity/Q5755509
9010201_9__1__013_-9__1__013__2_10:45:00_1_-__9_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_16768,MORERAS-JULIO VALDEÓN,40.0347328186035,-3.58466863632202,10:45:00,10:45:00,17,2,http://www.wikidata.org/entity/Q85696104
9010201_9__1__013_-9__1__013__2_10:45:00_1_-__9_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_20630,ÁLVAREZ DE QUINDOS-CÁNDIDO LÓPEZ Y MALTA,40.0346527099609,-3.58845376968384,10:45:00,10:45:00,18,0,http://www.wikidata.org/entity/Q85696104
9010201_9__1__013_-9__1__013__2_10:45:00_1_-__9_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_20627,ALVAREZ DE QUINDOS-CUARTELES,40.0328063964844,-3.58992648124695,10:45:00,10:45:00,19,0,http://www.wikidata.org/entity/Q85696104
9010201_9__1__013_-9__1__013__2_10:45:00_1_-__9_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_16763,GTA.NUEVO ARANJUEZ-PRIMERO DE MAYO,40.0324859619141,-3.59264302253723,10:45:00,10:45:00,20,2,http://www.wikidata.org/entity/Q24024570
9010201_9__1__013_-9__1__013__2_10:45:00_1_-__9_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_09602,PRIMERO DE MAYO-POLIDEPORTIVO,40.0340003967285,-3.59256219863892,10:45:00,10:45:00,21,2,http://www.wikidata.org/entity/Q85696104
9010201_9__1__013_-9__1__013__2_10:45:00_1_-__9_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_09594,MORERAS-PRIMERO DE MAYO,40.0353126525879,-3.59279632568359,10:45:00,10:45:00,22,2,http://www.wikidata.org/entity/Q85696104
9010201_9__1__013_-9__1__013__2_10:45:00_1_-__9_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_09591,MORERAS-ANCHA,40.035457611084,-3.59477853775024,10:45:00,10:45:00,23,2,http://www.wikidata.org/entity/Q5909173
9010201_9__1__013_-9__1__013__2_10:45:00_1_-__9_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_09588,PRÍNCIPE-IGLESIA,40.0357513427734,-3.59848499298096,10:45:00,10:45:00,24,2,http://www.wikidata.org/entity/Q135485669
9010201_9__1__013_-9__1__013__2_10:45:00_1_-__9_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_19407,INFANTAS-CAP.ANGOSTO GÓMEZ CASTRILLÓN,40.0348091125488,-3.60132479667664,10:45:00,10:45:00,25,0,http://www.wikidata.org/entity/Q8343724
9010201_9__1__013_-9__1__013__2_10:45:00_1_-__9_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_09583,REY-AUDITORIO,40.0323905944824,-3.60051822662354,10:45:00,10:45:00,26,2,http://www.wikidata.org/entity/Q27038964
9010201_9__1__013_-9__1__013__2_10:45:00_1_-__9_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_16754,GOBERNADOR-ALMÍBAR,40.0324363708496,-3.60239410400391,10:45:00,10:45:00,27,2,http://www.wikidata.org/entity/Q109946504
9010201_9__1__013_-9__1__013__2_10:45:00_1_-__9_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_09571,GOBERNADOR-MERCADO DE ABASTOS,40.0326385498047,-3.60506820678711,10:45:00,10:45:00,28,2,http://www.wikidata.org/entity/Q6010514
9010201_9__1__013_-9__1__013__2_10:45:00_1_-__9_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_09573,GOBERNADOR-VALERAS,40.032772064209,-3.60856199264526,10:45:00,10:45:00,29,2,http://www.wikidata.org/entity/Q111388619
9010201_9__1__013_-9__1__013__2_10:45:00_1_-__9_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_21328,VALERAS-SAN ANTONIO,40.0337829589844,-3.60854744911194,10:45:00,10:45:00,30,0,http://www.wikidata.org/entity/Q111388619
9010201_9__1__013_-9__1__013__2_10:45:00_1_-__9_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_09568,ESTACIÓN-EST.ARANJUEZ,40.0345268249512,-3.61783719062805,10:45:00,10:45:00,31,2,http://www.wikidata.org/entity/Q3394535
9010201_9__1__013_-9__1__013__2_11:45:00_1_-__11_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_09568,ESTACIÓN-EST.ARANJUEZ,40.0345268249512,-3.61783719062805,11:45:00,11:45:00,0,2,http://www.wikidata.org/entity/Q3394535
9010201_9__1__013_-9__1__013__2_11:45:00_1_-__11_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_21327,VALERAS-SAN ANTONIO,40.0337181091309,-3.60868763923645,11:45:00,11:45:00,1,0,http://www.wikidata.org/entity/Q111388619
9010201_9__1__013_-9__1__013__2_11:45:00_1_-__11_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_09572,ABASTOS-FLORIDA,40.0320510864258,-3.60703206062317,11:45:00,11:45:00,2,2,http://www.wikidata.org/entity/Q109946281
9010201_9__1__013_-9__1__013__2_11:45:00_1_-__11_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_09576,ABASTOS-AYUNTAMIENTO,40.0319328308105,-3.60386633872986,11:45:00,11:45:00,3,2,http://www.wikidata.org/entity/Q126830041
9010201_9__1__013_-9__1__013__2_11:45:00_1_-__11_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_09640,ABASTOS-CONCHA,40.0317115783691,-3.60102796554565,11:45:00,11:45:00,4,2,http://www.wikidata.org/entity/Q42200530
9010201_9__1__013_-9__1__013__2_11:45:00_1_-__11_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_09584,FOSO-GOBERNADOR,40.0323944091797,-3.59809231758118,11:45:00,11:45:00,5,2,http://www.wikidata.org/entity/Q27038964
9010201_9__1__013_-9__1__013__2_11:45:00_1_-__11_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_09585,FOSO-INFANTAS,40.0333786010742,-3.59798359870911,11:45:00,11:45:00,6,2,http://www.wikidata.org/entity/Q8343724
9010201_9__1__013_-9__1__013__2_11:45:00_1_-__11_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_09590,MORERAS-LA BARRACA DE FEDERICO GªLORCA,40.0354804992676,-3.59678292274475,11:45:00,11:45:00,7,2,http://www.wikidata.org/entity/Q5909173
9010201_9__1__013_-9__1__013__2_11:45:00_1_-__11_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_09592,MORERAS-ANCHA,40.0353317260742,-3.59467196464539,11:45:00,11:45:00,8,2,http://www.wikidata.org/entity/Q85696104
9010201_9__1__013_-9__1__013__2_11:45:00_1_-__11_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_09593,MORERAS-PRIMERO DE MAYO,40.035213470459,-3.59281897544861,11:45:00,11:45:00,9,2,http://www.wikidata.org/entity/Q85696104
9010201_9__1__013_-9__1__013__2_11:45:00_1_-__11_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_17126,PRIMERO DE MAYO-POLIDEPORTIVO,40.0340423583984,-3.59273838996887,11:45:00,11:45:00,10,2,http://www.wikidata.org/entity/Q85696104
9010201_9__1__013_-9__1__013__2_11:45:00_1_-__11_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_09577,GTA.NUEVO ARANJUEZ-CUARTELES,40.0324363708496,-3.5931932926178,11:45:00,11:45:00,11,2,http://www.wikidata.org/entity/Q24024570
9010201_9__1__013_-9__1__013__2_11:45:00_1_-__11_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_09597,MORERAS-COLEGIO,40.0349349975586,-3.58926510810852,11:45:00,11:45:00,12,2,http://www.wikidata.org/entity/Q85696104
9010201_9__1__013_-9__1__013__2_11:45:00_1_-__11_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_16102,MORERAS-AUGUSTO MORENO,40.0346069335938,-3.584632396698,11:45:00,11:45:00,13,2,http://www.wikidata.org/entity/Q85696104
9010201_9__1__013_-9__1__013__2_11:45:00_1_-__11_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_20631,CARAMILLAR-NORIA,40.0358085632324,-3.57899308204651,11:45:00,11:45:00,14,0,http://www.wikidata.org/entity/Q5755509
9010201_9__1__013_-9__1__013__2_11:45:00_1_-__11_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_20632,ESTUDIOS CINEMATOGRÁFICOS-MEDIODÍA,40.037899017334,-3.57871770858765,11:45:00,11:45:00,15,0,http://www.wikidata.org/entity/Q5755509
9010201_9__1__013_-9__1__013__2_11:45:00_1_-__11_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_20633,CECILIO LÁZARO-VÍCTIMAS DEL TERRORISMO,40.0358238220215,-3.58082175254822,11:45:00,11:45:00,16,0,http://www.wikidata.org/entity/Q5755509
9010201_9__1__013_-9__1__013__2_11:45:00_1_-__11_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_16768,MORERAS-JULIO VALDEÓN,40.0347328186035,-3.58466863632202,11:45:00,11:45:00,17,2,http://www.wikidata.org/entity/Q85696104
9010201_9__1__013_-9__1__013__2_11:45:00_1_-__11_9__1__013_,9__1__013_,9010201_9__1__013_,ESTACIÓN-EST.ARANJUEZ,0,9__1__013__1_-_IT_1,1,L1 CIRCULAR (FFCC-Moreras-FFCC),3,par_8_20630,ÁLVAREZ DE QUINDOS-CÁNDIDO LÓPEZ Y MALTA,40.0346527099609,-3.58845376968384,11:45:00,11:45:00,18,0,http://www.wikidata.org/entity/Q85696104
