date,hour,id_origin,id_destination,activity_origin,activity_destination,income,age,gender,n_trips,trips_total_length_km
2025-06-02,1,28079,28079,other_frequent,other_frequent,10-15,0-25,female,239322.99999999997,592824.0000000001
2025-06-02,1,28079,28079,other_frequent,other_frequent,10-15,0-25,male,362312,888976
2025-06-02,1,28079,28079,other_frequent,other_frequent,10-15,25-45,female,446771,1413940.9999999998
2025-06-02,1,28079,28079,other_frequent,other_frequent,10-15,25-45,male,517578,1693045
2025-06-02,1,28079,28079,other_frequent,other_frequent,10-15,45-65,female,439291,1024257.0000000001
2025-06-02,1,28079,28079,other_frequent,other_frequent,10-15,45-65,male,499541,1459053
2025-06-02,1,28079,28079,other_frequent,other_frequent,10-15,65-100,female,249295,570699.0000000001
2025-06-02,1,28079,28079,other_frequent,other_frequent,10-15,65-100,male,157775,515011.99999999994
2025-06-02,1,28079,28079,other_frequent,other_frequent,<10,0-25,female,3779,6559
2025-06-02,1,28079,28079,other_frequent,other_frequent,<10,45-65,male,1576,2064
2025-06-02,1,28079,28079,other_frequent,other_frequent,<10,65-100,female,2842,2514
2025-06-02,1,28079,28079,other_frequent,other_frequent,>15,0-25,female,410864.00000000006,873796
2025-06-02,1,28079,28079,other_frequent,other_frequent,>15,0-25,male,454478,1154894
2025-06-02,1,28079,28079,other_frequent,other_frequent,>15,25-45,female,550602.0000000001,1071243
2025-06-02,1,28079,28079,other_frequent,other_frequent,>15,25-45,male,547458,1272742.0000000002
2025-06-02,1,28079,28079,other_frequent,other_frequent,>15,45-65,female,623996.0000000001,1303489
2025-06-02,1,28079,28079,other_frequent,other_frequent,>15,45-65,male,514828,1228468
2025-06-02,1,28079,28079,other_frequent,other_frequent,>15,65-100,female,342048,807300.9999999999
2025-06-02,1,28079,28079,other_frequent,other_frequent,>15,65-100,male,283596,527617
2025-06-02,1,28079,28079,other_frequent,other_non_frequent,10-15,0-25,female,172990,570171
2025-06-02,1,28079,28079,other_frequent,other_non_frequent,10-15,0-25,male,158629.00000000003,320657.00000000006
2025-06-02,1,28079,28079,other_frequent,other_non_frequent,10-15,25-45,female,216190,774627.9999999999
2025-06-02,1,28079,28079,other_frequent,other_non_frequent,10-15,25-45,male,234189,759222
2025-06-02,1,28079,28079,other_frequent,other_non_frequent,10-15,45-65,female,215373.00000000003,609606
2025-06-02,1,28079,28079,other_frequent,other_non_frequent,10-15,45-65,male,173480,558044
2025-06-02,1,28079,28079,other_frequent,other_non_frequent,10-15,65-100,female,81621,247162
2025-06-02,1,28079,28079,other_frequent,other_non_frequent,10-15,65-100,male,88113,248950
2025-06-02,1,28079,28079,other_frequent,other_non_frequent,>15,0-25,female,151930,420391
2025-06-02,1,28079,28079,other_frequent,other_non_frequent,>15,0-25,male,158499,437176
2025-06-02,1,28079,28079,other_frequent,other_non_frequent,>15,25-45,female,233264,682211
2025-06-02,1,28079,28079,other_frequent,other_non_frequent,>15,25-45,male,265441,958828
2025-06-02,1,28079,28079,other_frequent,other_non_frequent,>15,45-65,female,196624.00000000003,625552
2025-06-02,1,28079,28079,other_frequent,other_non_frequent,>15,45-65,male,140169,484616.99999999994
2025-06-02,1,28079,28079,other_frequent,other_non_frequent,>15,65-100,female,123096,344192
2025-06-02,1,28079,28079,other_frequent,other_non_frequent,>15,65-100,male,62306,160319.00000000003
2025-06-02,1,28079,28079,other_frequent,work_or_study,10-15,0-25,female,38815.99999999999,78415
2025-06-02,1,28079,28079,other_frequent,work_or_study,10-15,0-25,male,24698.999999999996,180132
2025-06-02,1,28079,28079,other_frequent,work_or_study,10-15,25-45,female,22277,25283
2025-06-02,1,28079,28079,other_frequent,work_or_study,10-15,25-45,male,40391,83107
2025-06-02,1,28079,28079,other_frequent,work_or_study,10-15,45-65,female,40303,74929
2025-06-02,1,28079,28079,other_frequent,work_or_study,10-15,45-65,male,39882,96490.00000000001
2025-06-02,1,28079,28079,other_frequent,work_or_study,10-15,65-100,female,15445,19866
2025-06-02,1,28079,28079,other_frequent,work_or_study,10-15,65-100,male,11277.000000000002,18422
2025-06-02,1,28079,28079,other_frequent,work_or_study,>15,0-25,female,37123.00000000001,104970
2025-06-02,1,28079,28079,other_frequent,work_or_study,>15,0-25,male,20882,49403.00000000001
2025-06-02,1,28079,28079,other_frequent,work_or_study,>15,25-45,female,75918,123354
2025-06-02,1,28079,28079,other_frequent,work_or_study,>15,25-45,male,60736.00000000001,120469
2025-06-02,1,28079,28079,other_frequent,work_or_study,>15,45-65,female,56444,175254.00000000003
2025-06-02,1,28079,28079,other_frequent,work_or_study,>15,45-65,male,73184,185766.00000000003
2025-06-02,1,28079,28079,other_frequent,work_or_study,>15,65-100,female,29398.000000000004,76162
2025-06-02,1,28079,28079,other_frequent,work_or_study,>15,65-100,male,31363,75975
2025-06-02,1,28079,28079,other_non_frequent,home,10-15,0-25,female,560329,2248282
2025-06-02,1,28079,28079,other_non_frequent,home,10-15,0-25,male,574872,2240591
2025-06-02,1,28079,28079,other_non_frequent,home,10-15,25-45,female,733922,3546667.0000000005
2025-06-02,1,28079,28079,other_non_frequent,home,10-15,25-45,male,690174,3093005
2025-06-02,1,28079,28079,other_non_frequent,home,10-15,45-65,female,625614,2809062
2025-06-02,1,28079,28079,other_non_frequent,home,10-15,45-65,male,526028,2274339
2025-06-02,1,28079,28079,other_non_frequent,home,10-15,65-100,female,426903,1686842
2025-06-02,1,28079,28079,other_non_frequent,home,10-15,65-100,male,239005.99999999997,986408
2025-06-02,1,28079,28079,other_non_frequent,home,>15,0-25,female,817372.0000000001,2763783.9999999995
2025-06-02,1,28079,28079,other_non_frequent,home,>15,0-25,male,614273,2299586.0000000005
2025-06-02,1,28079,28079,other_non_frequent,home,>15,25-45,female,1006742.9999999999,3346455
2025-06-02,1,28079,28079,other_non_frequent,home,>15,25-45,male,1025164,3998537.9999999995
2025-06-02,1,28079,28079,other_non_frequent,home,>15,45-65,female,824223,3310853
2025-06-02,1,28079,28079,other_non_frequent,home,>15,45-65,male,801712,2911115
2025-06-02,1,28079,28079,other_non_frequent,home,>15,65-100,female,610594,2168353
2025-06-02,1,28079,28079,other_non_frequent,home,>15,65-100,male,437187,1645967
2025-06-02,1,28079,28079,other_non_frequent,other_frequent,10-15,0-25,female,161728.99999999997,554762.9999999999
2025-06-02,1,28079,28079,other_non_frequent,other_frequent,10-15,0-25,male,137628,379188
2025-06-02,1,28079,28079,other_non_frequent,other_frequent,10-15,25-45,female,112025,397876.99999999994
2025-06-02,1,28079,28079,other_non_frequent,other_frequent,10-15,25-45,male,148380,578358.9999999999
2025-06-02,1,28079,28079,other_non_frequent,other_frequent,10-15,45-65,female,148164,620500
2025-06-02,1,28079,28079,other_non_frequent,other_frequent,10-15,45-65,male,94103,390071
2025-06-02,1,28079,28079,other_non_frequent,other_frequent,10-15,65-100,female,58663,173433.00000000003
2025-06-02,1,28079,28079,other_non_frequent,other_frequent,10-15,65-100,male,39187,152331
2025-06-02,1,28079,28079,other_non_frequent,other_frequent,<10,25-45,male,1942,5351
2025-06-02,1,28079,28079,other_non_frequent,other_frequent,<10,65-100,female,2788,2915
2025-06-02,1,28079,28079,other_non_frequent,other_frequent,>15,0-25,female,122233,356178
2025-06-02,1,28079,28079,other_non_frequent,other_frequent,>15,0-25,male,125316,341624
2025-06-02,1,28079,28079,other_non_frequent,other_frequent,>15,25-45,female,125857,319554
2025-06-02,1,28079,28079,other_non_frequent,other_frequent,>15,25-45,male,192889,610384
2025-06-02,1,28079,28079,other_non_frequent,other_frequent,>15,45-65,female,188855.00000000003,787200
2025-06-02,1,28079,28079,other_non_frequent,other_frequent,>15,45-65,male,119087,409350
2025-06-02,1,28079,28079,other_non_frequent,other_frequent,>15,65-100,female,103169.99999999999,242475
2025-06-02,1,28079,28079,other_non_frequent,other_frequent,>15,65-100,male,59452,180582
2025-06-02,1,28079,28079,other_non_frequent,other_non_frequent,10-15,0-25,female,220332,713351
2025-06-02,1,28079,28079,other_non_frequent,other_non_frequent,10-15,0-25,male,279355,910966
2025-06-02,1,28079,28079,other_non_frequent,other_non_frequent,10-15,25-45,female,274115,979877.0000000001
2025-06-02,1,28079,28079,other_non_frequent,other_non_frequent,10-15,25-45,male,248733,790756.0000000001
2025-06-02,1,28079,28079,other_non_frequent,other_non_frequent,10-15,45-65,female,328592,1140821
2025-06-02,1,28079,28079,other_non_frequent,other_non_frequent,10-15,45-65,male,272585,949557
2025-06-02,1,28079,28079,other_non_frequent,other_non_frequent,10-15,65-100,female,163980.00000000003,510349
2025-06-02,1,28079,28079,other_non_frequent,other_non_frequent,10-15,65-100,male,100671,280112
2025-06-02,1,28079,28079,other_non_frequent,other_non_frequent,<10,0-25,female,3667,2117
2025-06-02,1,28079,28079,other_non_frequent,other_non_frequent,<10,25-45,female,6061,10165
2025-06-02,1,28079,28079,other_non_frequent,other_non_frequent,<10,25-45,male,7640.000000000001,6127
2025-06-02,1,28079,28079,other_non_frequent,other_non_frequent,<10,45-65,female,3076,11986
2025-06-02,1,28079,28079,other_non_frequent,other_non_frequent,<10,45-65,male,3735,5290
2025-06-02,1,28079,28079,other_non_frequent,other_non_frequent,<10,65-100,female,3109,2564
2025-06-02,1,28079,28079,other_non_frequent,other_non_frequent,<10,65-100,male,3313,18881
2025-06-02,1,28079,28079,other_non_frequent,other_non_frequent,>15,0-25,female,354845.99999999994,1024316
2025-06-02,1,28079,28079,other_non_frequent,other_non_frequent,>15,0-25,male,304425,932418
2025-06-02,1,28079,28079,other_non_frequent,other_non_frequent,>15,25-45,female,391178,1022406.0000000001
2025-06-02,1,28079,28079,other_non_frequent,other_non_frequent,>15,25-45,male,345822,883304
2025-06-02,1,28079,28079,other_non_frequent,other_non_frequent,>15,45-65,female,306121,715741
2025-06-02,1,28079,28079,other_non_frequent,other_non_frequent,>15,45-65,male,249594,630305.0000000001
2025-06-02,1,28079,28079,other_non_frequent,other_non_frequent,>15,65-100,female,262376,913385
2025-06-02,1,28079,28079,other_non_frequent,other_non_frequent,>15,65-100,male,117562,332911
2025-06-02,1,28079,28079,other_non_frequent,work_or_study,10-15,0-25,female,12110,62998
2025-06-02,1,28079,28079,other_non_frequent,work_or_study,10-15,0-25,male,6496,6065
2025-06-02,1,28079,28079,other_non_frequent,work_or_study,10-15,25-45,female,23466,77590
2025-06-02,1,28079,28079,other_non_frequent,work_or_study,10-15,25-45,male,17542,64557
2025-06-02,1,28079,28079,other_non_frequent,work_or_study,10-15,45-65,female,3021,1847
2025-06-02,1,28079,28079,other_non_frequent,work_or_study,10-15,45-65,male,6639,13102
2025-06-02,1,28079,28079,other_non_frequent,work_or_study,10-15,65-100,female,7830,15815.000000000002
2025-06-02,1,28079,28079,other_non_frequent,work_or_study,10-15,65-100,male,10837,42859
2025-06-02,1,28079,28079,other_non_frequent,work_or_study,>15,0-25,female,23121,78976
2025-06-02,1,28079,28079,other_non_frequent,work_or_study,>15,0-25,male,22297,117993
2025-06-02,1,28079,28079,other_non_frequent,work_or_study,>15,25-45,female,41943,167151
2025-06-02,1,28079,28079,other_non_frequent,work_or_study,>15,25-45,male,34808,139652
2025-06-02,1,28079,28079,other_non_frequent,work_or_study,>15,45-65,female,39816,189209.99999999997
2025-06-02,1,28079,28079,other_non_frequent,work_or_study,>15,45-65,male,13244,38693.99999999999
2025-06-02,1,28079,28079,other_non_frequent,work_or_study,>15,65-100,female,2989,7667
2025-06-02,1,28079,28079,other_non_frequent,work_or_study,>15,65-100,male,13217,46247
2025-06-02,1,28079,28079,work_or_study,home,10-15,0-25,female,479988,929784.0000000001
2025-06-02,1,28079,28079,work_or_study,home,10-15,0-25,male,388689,866258
2025-06-02,1,28079,28079,work_or_study,home,10-15,25-45,female,578938,1026625
2025-06-02,1,28079,28079,work_or_study,home,10-15,25-45,male,627060,1553077
2025-06-02,1,28079,28079,work_or_study,home,10-15,45-65,female,561828,1051884
2025-06-02,1,28079,28079,work_or_study,home,10-15,45-65,male,527158,1036383
2025-06-02,1,28079,28079,work_or_study,home,10-15,65-100,female,428586,537567
2025-06-02,1,28079,28079,work_or_study,home,10-15,65-100,male,288123,398510
2025-06-02,1,28079,28079,work_or_study,home,>15,0-25,female,759225,1057235.9999999998
2025-06-02,1,28079,28079,work_or_study,home,>15,0-25,male,676505.0000000001,990864
2025-06-02,1,28079,28079,work_or_study,home,>15,25-45,female,969480,1484447
2025-06-02,1,28079,28079,work_or_study,home,>15,25-45,male,914728.9999999999,1284958.9999999998
2025-06-02,1,28079,28079,work_or_study,home,>15,45-65,female,978964,1487681.9999999998
2025-06-02,1,28079,28079,work_or_study,home,>15,45-65,male,781200,1214242
2025-06-02,1,28079,28079,work_or_study,home,>15,65-100,female,937045.9999999999,1151500
2025-06-02,1,28079,28079,work_or_study,home,>15,65-100,male,522837.99999999994,695396.9999999999
2025-06-02,1,28079,28079,work_or_study,other_frequent,10-15,0-25,female,18118,68464
2025-06-02,1,28079,28079,work_or_study,other_frequent,10-15,0-25,male,35510,122727
2025-06-02,1,28079,28079,work_or_study,other_frequent,10-15,25-45,female,40875,57458
2025-06-02,1,28079,28079,work_or_study,other_frequent,10-15,25-45,male,54989.00000000001,213695
2025-06-02,1,28079,28079,work_or_study,other_frequent,10-15,45-65,female,56609,131261
2025-06-02,1,28079,28079,work_or_study,other_frequent,10-15,45-65,male,48575,129709
2025-06-02,1,28079,28079,work_or_study,other_frequent,10-15,65-100,female,24589.999999999996,69254
2025-06-02,1,28079,28079,work_or_study,other_frequent,10-15,65-100,male,15213.000000000002,22405
2025-06-02,1,28079,28079,work_or_study,other_frequent,>15,0-25,female,20395,51191
2025-06-02,1,28079,28079,work_or_study,other_frequent,>15,0-25,male,56033,81491
2025-06-02,1,28079,28079,work_or_study,other_frequent,>15,25-45,female,110044.00000000001,208043
2025-06-02,1,28079,28079,work_or_study,other_frequent,>15,25-45,male,49308,116527
2025-06-02,1,28079,28079,work_or_study,other_frequent,>15,45-65,female,68565,127168
2025-06-02,1,28079,28079,work_or_study,other_frequent,>15,45-65,male,52385,120452
2025-06-02,1,28079,28079,work_or_study,other_frequent,>15,65-100,female,67833,150197
2025-06-02,1,28079,28079,work_or_study,other_frequent,>15,65-100,male,34914,107762
2025-06-02,1,28079,28079,work_or_study,other_non_frequent,10-15,0-25,male,39973,194870
2025-06-02,1,28079,28079,work_or_study,other_non_frequent,10-15,25-45,female,21973,100582
2025-06-02,1,28079,28079,work_or_study,other_non_frequent,10-15,25-45,male,22989,39539
2025-06-02,1,28079,28079,work_or_study,other_non_frequent,10-15,45-65,female,12884,70974
2025-06-02,1,28079,28079,work_or_study,other_non_frequent,10-15,45-65,male,17924,72794
2025-06-02,1,28079,28079,work_or_study,other_non_frequent,10-15,65-100,female,8033.000000000001,42989.99999999999
2025-06-02,1,28079,28079,work_or_study,other_non_frequent,10-15,65-100,male,5173,11108
2025-06-02,1,28079,28079,work_or_study,other_non_frequent,>15,0-25,female,17024,78628
2025-06-02,1,28079,28079,work_or_study,other_non_frequent,>15,0-25,male,19741,102313
2025-06-02,1,28079,28079,work_or_study,other_non_frequent,>15,25-45,female,37696,135404
2025-06-02,1,28079,28079,work_or_study,other_non_frequent,>15,25-45,male,35364.99999999999,111945.00000000001
2025-06-02,1,28079,28079,work_or_study,other_non_frequent,>15,45-65,female,26701,53703
2025-06-02,1,28079,28079,work_or_study,other_non_frequent,>15,45-65,male,14655.000000000002,48766
2025-06-02,1,28079,28079,work_or_study,other_non_frequent,>15,65-100,female,17256,36155
2025-06-02,1,28079,28079,work_or_study,other_non_frequent,>15,65-100,male,2715,2842
2025-06-02,1,28079,28080,home,other_frequent,10-15,45-65,male,3029,54140
2025-06-02,1,28079,28080,home,other_frequent,>15,45-65,female,2921,21935
2025-06-02,1,28079,28080,home,other_frequent,>15,65-100,female,4431,21325
2025-06-02,1,28079,28080,home,other_non_frequent,10-15,45-65,male,2545,37983
2025-06-02,1,28079,28080,home,other_non_frequent,>15,45-65,male,4638,41644.99999999999
2025-06-02,1,28079,28080,home,work_or_study,10-15,25-45,female,3681,61910
2025-06-02,1,28079,28080,other_frequent,home,>15,25-45,female,4296,57163
2025-06-02,1,28079,28080,other_frequent,home,>15,25-45,male,3376,25740
2025-06-02,1,28079,28080,other_frequent,home,>15,45-65,female,3815,19667
2025-06-02,1,28079,28080,other_frequent,home,>15,45-65,male,13965,171171
2025-06-02,1,28079,28080,other_frequent,home,>15,65-100,male,2985,41691
2025-06-02,1,28079,28080,other_frequent,other_frequent,10-15,25-45,male,3827,9609
2025-06-02,1,28079,28080,other_frequent,other_frequent,>15,45-65,male,5244,85106
2025-06-02,1,28079,28080,other_frequent,other_frequent,>15,65-100,male,2494,41070
2025-06-02,1,28079,28080,other_non_frequent,home,>15,0-25,female,10030,61363
2025-06-02,1,28079,28080,other_non_frequent,home,>15,0-25,male,24486,368193
2025-06-02,1,28079,28080,other_non_frequent,home,>15,45-65,female,3158,64220
2025-06-02,1,28079,28080,other_non_frequent,home,>15,45-65,male,2951,65336
2025-06-02,1,28079,28080,other_non_frequent,home,>15,65-100,male,5970,81955
2025-06-02,1,28079,28080,other_non_frequent,other_frequent,10-15,0-25,female,5960,34345
2025-06-02,1,28079,28080,other_non_frequent,other_frequent,10-15,45-65,male,2289,30782
2025-06-02,1,28079,28080,other_non_frequent,other_non_frequent,10-15,45-65,male,1983,39833
2025-06-02,1,28079,28080,other_non_frequent,other_non_frequent,>15,25-45,female,4195,11477
2025-06-02,1,28079,28080,work_or_study,home,>15,0-25,female,10030,112704
2025-06-02,1,28079,28080,work_or_study,other_frequent,>15,45-65,female,2947,31650
2025-06-02,1,28079,28080,work_or_study,other_frequent,>15,45-65,male,2319,29333
2025-06-02,1,28079,28082,home,other_frequent,>15,0-25,male,5671,198537
2025-06-02,1,28079,28082,other_frequent,other_non_frequent,>15,0-25,male,6920,240364
2025-06-02,1,28079,28082,other_non_frequent,other_non_frequent,10-15,25-45,male,2181,92642
2025-06-02,1,28079,28084,home,other_frequent,10-15,0-25,female,6184,36317
2025-06-02,1,28079,28084,home,other_frequent,10-15,0-25,male,5917,34542
2025-06-02,1,28079,28084,home,other_frequent,10-15,25-45,male,2988,23466
2025-06-02,1,28079,28084,home,other_frequent,10-15,45-65,female,12004,71838
2025-06-02,1,28079,28084,home,other_frequent,10-15,45-65,male,2312,13203
2025-06-02,1,28079,28084,home,other_frequent,10-15,65-100,male,3758,21626
2025-06-02,1,28079,28084,home,other_non_frequent,10-15,45-65,male,2476,41270
2025-06-02,1,28079,28084,home,work_or_study,10-15,0-25,female,6184,31933
2025-06-02,1,28079,28084,home,work_or_study,10-15,25-45,female,3538,18262
2025-06-02,1,28079,28084,home,work_or_study,10-15,45-65,female,3001,9679
2025-06-02,1,28079,28084,home,work_or_study,>15,45-65,male,2218,14530
2025-06-02,1,28079,28084,other_frequent,home,10-15,0-25,male,6754,71615
2025-06-02,1,28079,28084,other_frequent,home,10-15,25-45,female,6120,64509
2025-06-02,1,28079,28084,other_frequent,home,10-15,25-45,male,5168,57238
2025-06-02,1,28079,28084,other_frequent,home,10-15,45-65,female,2294,10065
2025-06-02,1,28079,28084,other_frequent,home,10-15,45-65,male,3746,45316
2025-06-02,1,28079,28084,other_frequent,other_non_frequent,10-15,25-45,male,2538,34082
2025-06-02,1,28079,28084,other_frequent,work_or_study,10-15,25-45,female,3538,47290
2025-06-02,1,28079,28084,other_non_frequent,home,10-15,0-25,male,6754,40045
2025-06-02,1,28079,28084,other_non_frequent,home,10-15,25-45,male,2584,38367
2025-06-02,1,28079,28084,other_non_frequent,home,10-15,45-65,female,2294,38777
2025-06-02,1,28079,28084,other_non_frequent,home,10-15,45-65,male,1873,39616
2025-06-02,1,28079,28086,home,other_frequent,>15,65-100,female,4557,130120
2025-06-02,1,28079,28090,other_frequent,other_non_frequent,10-15,0-25,male,6207,242822
2025-06-02,1,28079,28092,home,other_frequent,10-15,45-65,male,2276,28780
2025-06-02,1,28079,28092,home,other_frequent,>15,45-65,female,2671,48128
2025-06-02,1,28079,28092,home,other_non_frequent,10-15,45-65,male,2327,52271
2025-06-02,1,28079,28092,home,other_non_frequent,10-15,65-100,male,2320,51882
2025-06-02,1,28079,28092,home,other_non_frequent,>15,0-25,female,5846,106018
2025-06-02,1,28079,28092,home,other_non_frequent,>15,0-25,male,7030,176024
2025-06-02,1,28079,28092,home,work_or_study,10-15,25-45,female,3239,56495
2025-06-02,1,28079,28092,home,work_or_study,10-15,25-45,male,3012,35308
2025-06-02,1,28079,28092,home,work_or_study,>15,45-65,male,1854,47317
2025-06-02,1,28079,28092,other_frequent,home,10-15,0-25,female,35675,524494
2025-06-02,1,28079,28092,other_frequent,home,10-15,0-25,male,15890,372370
2025-06-02,1,28079,28092,other_frequent,home,10-15,25-45,female,8508,170793
2025-06-02,1,28079,28092,other_frequent,home,10-15,25-45,male,11361,202077
2025-06-02,1,28079,28092,other_frequent,home,10-15,45-65,male,17573,346160
2025-06-02,1,28079,28092,other_frequent,home,10-15,65-100,female,22927,366548
2025-06-02,1,28079,28092,other_frequent,home,10-15,65-100,male,6766,115051
2025-06-02,1,28079,28092,other_frequent,other_frequent,10-15,0-25,male,6422,115971
2025-06-02,1,28079,28092,other_frequent,other_frequent,10-15,45-65,male,1688,47109
2025-06-02,1,28079,28092,other_frequent,other_non_frequent,10-15,45-65,female,3261,53002
2025-06-02,1,28079,28092,other_frequent,other_non_frequent,10-15,65-100,male,2320,43660
2025-06-02,1,28079,28092,other_non_frequent,home,10-15,0-25,female,14633,272434
2025-06-02,1,28079,28092,other_non_frequent,home,10-15,0-25,male,22722,331482
2025-06-02,1,28079,28092,other_non_frequent,home,10-15,25-45,female,20357,405586
2025-06-02,1,28079,28092,other_non_frequent,home,10-15,25-45,male,26059,453463
2025-06-02,1,28079,28092,other_non_frequent,home,10-15,45-65,female,6414,117522
2025-06-02,1,28079,28092,other_non_frequent,home,10-15,45-65,male,10625,192207
2025-06-02,1,28079,28092,other_non_frequent,home,10-15,65-100,female,5221,146570
2025-06-02,1,28079,28092,other_non_frequent,home,10-15,65-100,male,11999,219115
2025-06-02,1,28079,28092,other_non_frequent,other_frequent,10-15,25-45,female,8407,157016
2025-06-02,1,28079,28092,other_non_frequent,other_frequent,10-15,45-65,male,4456,74294
2025-06-02,1,28079,28092,other_non_frequent,other_non_frequent,10-15,25-45,female,3747,73303
2025-06-02,1,28079,28092,other_non_frequent,other_non_frequent,10-15,25-45,male,3466,78375
2025-06-02,1,28079,28092,other_non_frequent,other_non_frequent,10-15,45-65,male,5054,95930
2025-06-02,1,28079,28092,work_or_study,home,10-15,0-25,male,6422,74780
2025-06-02,1,28079,28092,work_or_study,home,10-15,65-100,female,5221,112221
2025-06-02,1,28079,28092,work_or_study,other_non_frequent,10-15,65-100,female,3344,54311
2025-06-02,1,28079,28096,other_frequent,home,10-15,0-25,female,5968,172338
2025-06-02,1,28079,28096,other_frequent,home,10-15,45-65,male,5064,166061
2025-06-02,1,28079,28096,other_non_frequent,home,10-15,0-25,male,5969,188510
2025-06-02,1,28079,28096,other_non_frequent,home,10-15,25-45,female,2816,83923
2025-06-02,1,28079,28096,other_non_frequent,home,10-15,45-65,male,1688,55932
2025-06-02,1,28079,28096,other_non_frequent,other_frequent,>15,45-65,male,2449,70761
2025-06-02,1,28079,28104,home,other_frequent,>15,0-25,female,5151,26975
2025-06-02,1,28079,28104,home,other_frequent,>15,45-65,female,2557,9672
2025-06-02,1,28079,28104,home,other_frequent,>15,45-65,male,2722,19418
2025-06-02,1,28079,28104,home,other_non_frequent,10-15,0-25,female,6184,38885
2025-06-02,1,28079,28104,home,other_non_frequent,>15,45-65,female,2557,17115
2025-06-02,1,28079,28104,other_frequent,home,>15,25-45,male,5738,58382.00000000001
2025-06-02,1,28079,28104,other_frequent,home,>15,45-65,female,3687,15856
2025-06-02,1,28079,28104,other_frequent,home,>15,45-65,male,2830,24820
2025-06-02,1,28079,28104,other_frequent,other_frequent,10-15,0-25,male,6273,35676
2025-06-02,1,28079,28104,other_frequent,other_frequent,10-15,25-45,male,3543,19822
2025-06-02,1,28079,28104,other_frequent,other_frequent,10-15,45-65,female,2729,16079.999999999998
2025-06-02,1,28079,28104,other_frequent,other_frequent,10-15,45-65,male,4872,24111
2025-06-02,1,28079,28104,other_non_frequent,home,>15,0-25,female,10242,191096
2025-06-02,1,28079,28104,other_non_frequent,home,>15,0-25,male,8804,153451
2025-06-02,1,28079,28104,other_non_frequent,home,>15,25-45,female,7776,76709
2025-06-02,1,28079,28104,other_non_frequent,home,>15,25-45,male,5738,50380
2025-06-02,1,28079,28104,other_non_frequent,home,>15,45-65,female,3687,15941
2025-06-02,1,28079,28104,other_non_frequent,other_frequent,10-15,45-65,male,4821,58169.99999999999
2025-06-02,1,28079,28106,other_frequent,home,10-15,0-25,female,17406,392367
2025-06-02,1,28079,28106,other_frequent,home,10-15,0-25,male,16728,435665
2025-06-02,1,28079,28106,other_frequent,home,10-15,25-45,female,7980,139069
2025-06-02,1,28079,28106,other_frequent,home,10-15,25-45,male,20832,423627
2025-06-02,1,28079,28106,other_frequent,home,10-15,45-65,female,17532,395284
2025-06-02,1,28079,28106,other_frequent,home,10-15,45-65,male,13270,261692
2025-06-02,1,28079,28106,other_frequent,home,10-15,65-100,female,9513,233009
2025-06-02,1,28079,28106,other_frequent,home,10-15,65-100,male,2208,50317
2025-06-02,1,28079,28106,other_frequent,other_non_frequent,10-15,25-45,male,3363,58687
2025-06-02,1,28079,28106,other_non_frequent,home,10-15,0-25,female,17406,326650
2025-06-02,1,28079,28106,other_non_frequent,home,10-15,25-45,female,19950,394039
2025-06-02,1,28079,28106,other_non_frequent,home,10-15,25-45,male,20832,496405
2025-06-02,1,28079,28106,other_non_frequent,home,10-15,45-65,female,8766,161629
2025-06-02,1,28079,28106,other_non_frequent,home,10-15,45-65,male,5308,77796
2025-06-02,1,28079,28106,other_non_frequent,home,10-15,65-100,female,15855,314632
2025-06-02,1,28079,28106,other_non_frequent,other_frequent,>15,25-45,male,3612,70233
2025-06-02,1,28079,28106,other_non_frequent,other_frequent,>15,45-65,male,1854,44358
2025-06-02,1,28079,28106,other_non_frequent,other_non_frequent,10-15,25-45,male,3012,61490
2025-06-02,1,28079,28106,other_non_frequent,other_non_frequent,>15,25-45,male,2362,48934
2025-06-02,1,28079,28106,other_non_frequent,other_non_frequent,>15,45-65,male,3074,57337
2025-06-02,1,28079,28106,work_or_study,home,10-15,25-45,female,7980,157942
2025-06-02,1,28079,28113,home,other_frequent,10-15,25-45,male,3209,50719
2025-06-02,1,28079,28113,home,other_frequent,10-15,45-65,male,2327,30959
2025-06-02,1,28079,28113,home,other_frequent,10-15,65-100,male,1986,30234
2025-06-02,1,28079,28113,home,other_frequent,>15,45-65,male,2573,53671
2025-06-02,1,28079,28113,home,other_non_frequent,10-15,25-45,female,3719,55554
2025-06-02,1,28079,28113,home,other_non_frequent,10-15,25-45,male,3363,50947
2025-06-02,1,28079,28113,home,other_non_frequent,10-15,45-65,female,3218,48875
2025-06-02,1,28079,28113,home,other_non_frequent,10-15,45-65,male,2327,28435
2025-06-02,1,28079,28113,home,work_or_study,10-15,25-45,male,3012,33465
2025-06-02,1,28079,28113,other_frequent,home,10-15,25-45,female,3340,59556
2025-06-02,1,28079,28113,other_frequent,home,10-15,25-45,male,13345,249669
2025-06-02,1,28079,28113,other_frequent,other_frequent,10-15,0-25,female,8703,250601
2025-06-02,1,28079,28113,other_frequent,other_frequent,10-15,45-65,female,9653,123383
2025-06-02,1,28079,28113,other_non_frequent,home,10-15,0-25,female,7510,140405
2025-06-02,1,28079,28113,other_non_frequent,home,10-15,0-25,male,6036,111016
2025-06-02,1,28079,28113,other_non_frequent,home,10-15,25-45,female,3340,84536
