date,hour,id_origin,id_destination,activity_origin,activity_destination,income,age,gender,n_trips,trips_total_length_km
2025-06-02,5,28079,28065,other_non_frequent,work_or_study,>15,0-25,male,7030,117858
2025-06-02,5,28079,28065,other_non_frequent,work_or_study,>15,45-65,female,10789,185643
2025-06-02,5,28079,28065,work_or_study,home,10-15,25-45,male,2629,26335
2025-06-02,5,28079,28065,work_or_study,home,10-15,45-65,female,5864,34655
2025-06-02,5,28079,28065,work_or_study,home,10-15,45-65,male,4708,17454
2025-06-02,5,28079,28065,work_or_study,other_frequent,10-15,25-45,female,3681,43563
2025-06-02,5,28079,28065,work_or_study,other_frequent,10-15,45-65,male,4200,34603
2025-06-02,5,28079,28065,work_or_study,other_non_frequent,10-15,25-45,female,6478,24773
2025-06-02,5,28079,28065,work_or_study,other_non_frequent,10-15,45-65,female,2647,43923
2025-06-02,5,28079,28066,home,other_non_frequent,10-15,0-25,male,5686,109982
2025-06-02,5,28079,28066,home,other_non_frequent,>15,45-65,female,3369,84620
2025-06-02,5,28079,28066,home,work_or_study,10-15,0-25,male,5960,117478
2025-06-02,5,28079,28066,home,work_or_study,10-15,25-45,male,6024,127904
2025-06-02,5,28079,28066,home,work_or_study,10-15,45-65,male,5195,120514
2025-06-02,5,28079,28066,home,work_or_study,10-15,65-100,female,4203,93653
2025-06-02,5,28079,28066,home,work_or_study,>15,25-45,male,3103,89539
2025-06-02,5,28079,28066,home,work_or_study,>15,65-100,female,4929,151650
2025-06-02,5,28079,28066,other_frequent,work_or_study,10-15,45-65,female,2160,45110
2025-06-02,5,28079,28066,other_non_frequent,other_non_frequent,>15,25-45,male,3857,106621
2025-06-02,5,28079,28068,home,work_or_study,>15,45-65,male,2465,95614
2025-06-02,5,28079,28072,other_frequent,home,>15,25-45,female,11237,302406
2025-06-02,5,28079,28073,home,other_frequent,10-15,0-25,female,5960,97257
2025-06-02,5,28079,28073,home,other_frequent,10-15,25-45,female,3239,49348
2025-06-02,5,28079,28073,home,other_frequent,10-15,25-45,male,6907,113523
2025-06-02,5,28079,28073,home,other_frequent,10-15,45-65,female,2729,43183
2025-06-02,5,28079,28073,home,other_frequent,10-15,45-65,male,5438,79054
2025-06-02,5,28079,28073,home,other_frequent,>15,25-45,female,3565,82814
2025-06-02,5,28079,28073,home,other_frequent,>15,25-45,male,3612,86239
2025-06-02,5,28079,28073,home,other_non_frequent,10-15,25-45,female,3910,67198
2025-06-02,5,28079,28073,home,other_non_frequent,>15,25-45,female,3749,100293
2025-06-02,5,28079,28073,home,work_or_study,10-15,25-45,female,14792,254855
2025-06-02,5,28079,28073,home,work_or_study,10-15,25-45,male,6572,110320
2025-06-02,5,28079,28073,home,work_or_study,10-15,45-65,female,13427,232944
2025-06-02,5,28079,28073,home,work_or_study,10-15,45-65,male,2719,43598
2025-06-02,5,28079,28073,home,work_or_study,>15,0-25,male,7755,143842
2025-06-02,5,28079,28073,home,work_or_study,>15,25-45,male,13487,294770
2025-06-02,5,28079,28073,home,work_or_study,>15,45-65,female,6285,139347
2025-06-02,5,28079,28073,home,work_or_study,>15,45-65,male,7421,151338
2025-06-02,5,28079,28073,other_frequent,home,10-15,25-45,male,2233,31313
2025-06-02,5,28079,28073,other_frequent,home,10-15,45-65,male,1651,26752
2025-06-02,5,28079,28073,other_frequent,other_frequent,10-15,25-45,female,3910,62292
2025-06-02,5,28079,28073,other_non_frequent,home,10-15,0-25,female,6527,153584
2025-06-02,5,28079,28073,other_non_frequent,home,10-15,0-25,male,5468,102974
2025-06-02,5,28079,28073,other_non_frequent,home,10-15,25-45,male,2233,47076
2025-06-02,5,28079,28073,other_non_frequent,home,10-15,45-65,male,3302,75416
2025-06-02,5,28079,28073,other_non_frequent,other_non_frequent,10-15,45-65,male,2469,72933
2025-06-02,5,28079,28074,home,other_frequent,10-15,0-25,female,31045,160289.00000000003
2025-06-02,5,28079,28074,home,other_frequent,10-15,0-25,male,43202,100118
2025-06-02,5,28079,28074,home,other_frequent,10-15,25-45,female,80952,331712
2025-06-02,5,28079,28074,home,other_frequent,10-15,25-45,male,86832,426492
2025-06-02,5,28079,28074,home,other_frequent,10-15,45-65,female,48197,189588.00000000003
2025-06-02,5,28079,28074,home,other_frequent,10-15,45-65,male,71506,395799
2025-06-02,5,28079,28074,home,other_frequent,10-15,65-100,female,33928,172472
2025-06-02,5,28079,28074,home,other_frequent,10-15,65-100,male,14142,47957
2025-06-02,5,28079,28074,home,other_frequent,>15,0-25,female,10908.000000000002,113390
2025-06-02,5,28079,28074,home,other_frequent,>15,0-25,male,5950,124427
2025-06-02,5,28079,28074,home,other_frequent,>15,25-45,male,13216.999999999998,197844
2025-06-02,5,28079,28074,home,other_frequent,>15,45-65,female,2876,45779
2025-06-02,5,28079,28074,home,other_frequent,>15,45-65,male,11584,167962
2025-06-02,5,28079,28074,home,other_frequent,>15,65-100,female,4430,69000
2025-06-02,5,28079,28074,home,other_frequent,>15,65-100,male,5386,89022
2025-06-02,5,28079,28074,home,other_non_frequent,10-15,0-25,female,30704,147687
2025-06-02,5,28079,28074,home,other_non_frequent,10-15,0-25,male,18669.999999999996,169918.99999999997
2025-06-02,5,28079,28074,home,other_non_frequent,10-15,25-45,female,15018.999999999998,113460.00000000001
2025-06-02,5,28079,28074,home,other_non_frequent,10-15,25-45,male,26942,161995
2025-06-02,5,28079,28074,home,other_non_frequent,10-15,45-65,female,5750,35570
2025-06-02,5,28079,28074,home,other_non_frequent,10-15,45-65,male,12786.000000000002,95589
2025-06-02,5,28079,28074,home,other_non_frequent,10-15,65-100,female,9430,66260
2025-06-02,5,28079,28074,home,other_non_frequent,10-15,65-100,male,1997,7324
2025-06-02,5,28079,28074,home,other_non_frequent,>15,25-45,female,12363,150710
2025-06-02,5,28079,28074,home,other_non_frequent,>15,45-65,female,6391,87668
2025-06-02,5,28079,28074,home,work_or_study,10-15,0-25,female,38180,431025
2025-06-02,5,28079,28074,home,work_or_study,10-15,0-25,male,24695,182196
2025-06-02,5,28079,28074,home,work_or_study,10-15,25-45,female,33388.99999999999,303966
2025-06-02,5,28079,28074,home,work_or_study,10-15,25-45,male,54846,335436
2025-06-02,5,28079,28074,home,work_or_study,10-15,45-65,female,44807,292081
2025-06-02,5,28079,28074,home,work_or_study,10-15,45-65,male,42378,321366
2025-06-02,5,28079,28074,home,work_or_study,10-15,65-100,female,11889,106564
2025-06-02,5,28079,28074,home,work_or_study,10-15,65-100,male,4317,22084
2025-06-02,5,28079,28074,home,work_or_study,>15,0-25,female,5611,92998
2025-06-02,5,28079,28074,home,work_or_study,>15,0-25,male,4187,48775
2025-06-02,5,28079,28074,home,work_or_study,>15,25-45,female,4304,76555
2025-06-02,5,28079,28074,home,work_or_study,>15,25-45,male,5554,104676
2025-06-02,5,28079,28074,home,work_or_study,>15,45-65,female,12540,213127
2025-06-02,5,28079,28074,home,work_or_study,>15,45-65,male,22103,315080.99999999994
2025-06-02,5,28079,28074,other_frequent,home,10-15,0-25,male,12998,82819
2025-06-02,5,28079,28074,other_frequent,home,10-15,25-45,female,8946,62242.99999999999
2025-06-02,5,28079,28074,other_frequent,home,10-15,25-45,male,11642,153524
2025-06-02,5,28079,28074,other_frequent,home,10-15,45-65,female,25105.999999999996,175448
2025-06-02,5,28079,28074,other_frequent,home,10-15,45-65,male,4229,48539
2025-06-02,5,28079,28074,other_frequent,home,10-15,65-100,female,3443,31898
2025-06-02,5,28079,28074,other_frequent,home,10-15,65-100,male,10802,62564
2025-06-02,5,28079,28074,other_frequent,home,>15,0-25,female,5306,13774
2025-06-02,5,28079,28074,other_frequent,home,>15,25-45,female,7713,52158
2025-06-02,5,28079,28074,other_frequent,home,>15,25-45,male,4584,37329
2025-06-02,5,28079,28074,other_frequent,home,>15,45-65,female,21032,161474.00000000003
2025-06-02,5,28079,28074,other_frequent,home,>15,45-65,male,5901,41298
2025-06-02,5,28079,28074,other_frequent,home,>15,65-100,female,2723,8148.999999999999
2025-06-02,5,28079,28074,other_frequent,other_frequent,10-15,0-25,female,12912,47888
2025-06-02,5,28079,28074,other_frequent,other_frequent,10-15,0-25,male,4464,15945
2025-06-02,5,28079,28074,other_frequent,other_frequent,10-15,25-45,male,10676,59495.00000000001
2025-06-02,5,28079,28074,other_frequent,other_frequent,10-15,45-65,female,11759,48106
2025-06-02,5,28079,28074,other_frequent,other_frequent,10-15,45-65,male,9793,47312
2025-06-02,5,28079,28074,other_frequent,other_frequent,>15,0-25,female,5846,39131
2025-06-02,5,28079,28074,other_frequent,other_frequent,>15,45-65,female,6068,31992
2025-06-02,5,28079,28074,other_frequent,other_frequent,>15,45-65,male,1854,9488
2025-06-02,5,28079,28074,other_frequent,other_non_frequent,10-15,45-65,female,5871,25333
2025-06-02,5,28079,28074,other_frequent,other_non_frequent,>15,0-25,male,4187,47866
2025-06-02,5,28079,28074,other_frequent,other_non_frequent,>15,45-65,male,4537,44517
2025-06-02,5,28079,28074,other_frequent,other_non_frequent,>15,65-100,male,2789,40604
2025-06-02,5,28079,28074,other_frequent,work_or_study,10-15,25-45,male,3030,34440
2025-06-02,5,28079,28074,other_frequent,work_or_study,10-15,65-100,male,1997,14467
2025-06-02,5,28079,28074,other_frequent,work_or_study,>15,45-65,female,3057,51808
2025-06-02,5,28079,28074,other_frequent,work_or_study,>15,45-65,male,1967,24330
2025-06-02,5,28079,28074,other_non_frequent,home,10-15,0-25,female,6762,87398
2025-06-02,5,28079,28074,other_non_frequent,home,10-15,0-25,male,4464,29995
2025-06-02,5,28079,28074,other_non_frequent,home,10-15,25-45,female,6256,70665
2025-06-02,5,28079,28074,other_non_frequent,home,10-15,25-45,male,3030,34486
2025-06-02,5,28079,28074,other_non_frequent,home,10-15,45-65,female,7795,39922
2025-06-02,5,28079,28074,other_non_frequent,home,10-15,45-65,male,5757,43025.00000000001
2025-06-02,5,28079,28074,other_non_frequent,home,10-15,65-100,female,12389,92989
2025-06-02,5,28079,28074,other_non_frequent,home,10-15,65-100,male,2114,14751
2025-06-02,5,28079,28074,other_non_frequent,home,>15,25-45,female,7713,31626
2025-06-02,5,28079,28074,other_non_frequent,home,>15,45-65,female,7887,68229
2025-06-02,5,28079,28074,other_non_frequent,home,>15,45-65,male,3934,9660
2025-06-02,5,28079,28074,other_non_frequent,other_frequent,10-15,0-25,female,4893,53691
2025-06-02,5,28079,28074,other_non_frequent,other_frequent,10-15,0-25,male,6207,40798
2025-06-02,5,28079,28074,other_non_frequent,other_frequent,10-15,25-45,female,6600,36604
2025-06-02,5,28079,28074,other_non_frequent,other_frequent,10-15,25-45,male,14172,187029
2025-06-02,5,28079,28074,other_non_frequent,other_frequent,10-15,45-65,female,11465,61819.99999999999
2025-06-02,5,28079,28074,other_non_frequent,other_frequent,10-15,45-65,male,9585,86914
2025-06-02,5,28079,28074,other_non_frequent,other_frequent,>15,45-65,male,2360,48734
2025-06-02,5,28079,28074,other_non_frequent,other_non_frequent,10-15,0-25,female,4431,86776
2025-06-02,5,28079,28074,other_non_frequent,other_non_frequent,10-15,25-45,male,7010,96325
2025-06-02,5,28079,28074,other_non_frequent,other_non_frequent,10-15,45-65,male,2545,7987
2025-06-02,5,28079,28074,other_non_frequent,other_non_frequent,>15,45-65,female,3057,10369
2025-06-02,5,28079,28074,other_non_frequent,work_or_study,10-15,0-25,female,6762,116405
2025-06-02,5,28079,28074,other_non_frequent,work_or_study,10-15,45-65,male,2289,11747
2025-06-02,5,28079,28074,other_non_frequent,work_or_study,>15,25-45,female,4304,18409
2025-06-02,5,28079,28074,other_non_frequent,work_or_study,>15,25-45,male,3520,70851
2025-06-02,5,28079,28074,work_or_study,home,10-15,45-65,male,1735,30871
2025-06-02,5,28079,28074,work_or_study,home,>15,45-65,female,2629,16956
2025-06-02,5,28079,28074,work_or_study,home,>15,45-65,male,1967,9062
2025-06-02,5,28079,28074,work_or_study,other_frequent,10-15,25-45,female,3990,39808
2025-06-02,5,28079,28074,work_or_study,other_frequent,10-15,45-65,male,2886,50799
2025-06-02,5,28079,28074,work_or_study,other_frequent,>15,25-45,male,3653,9949
2025-06-02,5,28079,28075,home,other_frequent,10-15,0-25,female,6758,77823
2025-06-02,5,28079,28075,home,other_frequent,10-15,45-65,female,8731,131786.99999999997
2025-06-02,5,28079,28075,home,other_frequent,10-15,45-65,male,2312,28816
2025-06-02,5,28079,28075,home,other_frequent,>15,25-45,female,4304,92965
2025-06-02,5,28079,28075,home,other_frequent,>15,25-45,male,7222,166167
2025-06-02,5,28079,28075,home,other_frequent,>15,45-65,male,2718,60954
2025-06-02,5,28079,28075,home,other_non_frequent,>15,0-25,male,7030,152061
2025-06-02,5,28079,28075,home,work_or_study,10-15,25-45,female,3239,82610
2025-06-02,5,28079,28075,home,work_or_study,10-15,25-45,male,10837,251582
2025-06-02,5,28079,28075,home,work_or_study,10-15,45-65,female,3001,19271
2025-06-02,5,28079,28075,home,work_or_study,10-15,45-65,male,2719,72609
2025-06-02,5,28079,28075,home,work_or_study,>15,25-45,female,11433,240212
2025-06-02,5,28079,28075,home,work_or_study,>15,65-100,female,4577,77951
2025-06-02,5,28079,28075,other_frequent,other_non_frequent,10-15,65-100,female,3411,49018
2025-06-02,5,28079,28079,home,other_frequent,10-15,0-25,female,1536558,5595656
2025-06-02,5,28079,28079,home,other_frequent,10-15,0-25,male,1479538,5574939
2025-06-02,5,28079,28079,home,other_frequent,10-15,25-45,female,2195451,7755028
2025-06-02,5,28079,28079,home,other_frequent,10-15,25-45,male,2151255,7929213
2025-06-02,5,28079,28079,home,other_frequent,10-15,45-65,female,2684459,1.0020810000000002E7
2025-06-02,5,28079,28079,home,other_frequent,10-15,45-65,male,2471312,10709074
2025-06-02,5,28079,28079,home,other_frequent,10-15,65-100,female,1274958.9999999998,4574226.000000001
2025-06-02,5,28079,28079,home,other_frequent,10-15,65-100,male,791705,2855041
2025-06-02,5,28079,28079,home,other_frequent,>15,0-25,female,1899747,4067739
2025-06-02,5,28079,28079,home,other_frequent,>15,0-25,male,1597980,3884170
2025-06-02,5,28079,28079,home,other_frequent,>15,25-45,female,2589925,6179299
2025-06-02,5,28079,28079,home,other_frequent,>15,25-45,male,2577064.9999999995,5918341
2025-06-02,5,28079,28079,home,other_frequent,>15,45-65,female,2697017,6876129
2025-06-02,5,28079,28079,home,other_frequent,>15,45-65,male,2536794,7038568
2025-06-02,5,28079,28079,home,other_frequent,>15,65-100,female,1954221,4355993
2025-06-02,5,28079,28079,home,other_frequent,>15,65-100,male,1238425,2796816
2025-06-02,5,28079,28079,home,other_non_frequent,10-15,0-25,female,365702,2082273.0000000002
2025-06-02,5,28079,28079,home,other_non_frequent,10-15,0-25,male,297191.00000000006,1230018
2025-06-02,5,28079,28079,home,other_non_frequent,10-15,25-45,female,415022,2516730
2025-06-02,5,28079,28079,home,other_non_frequent,10-15,25-45,male,433913,2585859
2025-06-02,5,28079,28079,home,other_non_frequent,10-15,45-65,female,482716,2431418
2025-06-02,5,28079,28079,home,other_non_frequent,10-15,45-65,male,375064,2068514.9999999998
2025-06-02,5,28079,28079,home,other_non_frequent,10-15,65-100,female,254939,1009412
2025-06-02,5,28079,28079,home,other_non_frequent,10-15,65-100,male,197602,1132056
2025-06-02,5,28079,28079,home,other_non_frequent,>15,0-25,female,288591,1227663.9999999998
2025-06-02,5,28079,28079,home,other_non_frequent,>15,0-25,male,307890.99999999994,1012060.9999999999
2025-06-02,5,28079,28079,home,other_non_frequent,>15,25-45,female,486299,1733581.9999999998
2025-06-02,5,28079,28079,home,other_non_frequent,>15,25-45,male,383262,1718235.0000000002
2025-06-02,5,28079,28079,home,other_non_frequent,>15,45-65,female,426254,1759559.0000000002
2025-06-02,5,28079,28079,home,other_non_frequent,>15,45-65,male,411645.99999999994,1808038
2025-06-02,5,28079,28079,home,other_non_frequent,>15,65-100,female,312981,1442038
2025-06-02,5,28079,28079,home,other_non_frequent,>15,65-100,male,201721,681495
2025-06-02,5,28079,28079,home,work_or_study,10-15,0-25,female,707694,3956283
2025-06-02,5,28079,28079,home,work_or_study,10-15,0-25,male,775904,5280392
2025-06-02,5,28079,28079,home,work_or_study,10-15,25-45,female,908307,5341744
2025-06-02,5,28079,28079,home,work_or_study,10-15,25-45,male,943915,5283564
2025-06-02,5,28079,28079,home,work_or_study,10-15,45-65,female,1049192,6441281
2025-06-02,5,28079,28079,home,work_or_study,10-15,45-65,male,1074860.9999999998,6547456
2025-06-02,5,28079,28079,home,work_or_study,10-15,65-100,female,322382,1680078
2025-06-02,5,28079,28079,home,work_or_study,10-15,65-100,male,222978,906864
2025-06-02,5,28079,28079,home,work_or_study,>15,0-25,female,582211,2156337
2025-06-02,5,28079,28079,home,work_or_study,>15,0-25,male,571242.9999999999,2265413.9999999995
2025-06-02,5,28079,28079,home,work_or_study,>15,25-45,female,873825,3144180
2025-06-02,5,28079,28079,home,work_or_study,>15,25-45,male,809785.0000000001,3211483
2025-06-02,5,28079,28079,home,work_or_study,>15,45-65,female,1027012,4239394
2025-06-02,5,28079,28079,home,work_or_study,>15,45-65,male,1014762,4604513
2025-06-02,5,28079,28079,home,work_or_study,>15,65-100,female,442030,1212769
2025-06-02,5,28079,28079,home,work_or_study,>15,65-100,male,286356,949772.9999999999
2025-06-02,5,28079,28079,other_frequent,home,10-15,0-25,female,348366,1377894
2025-06-02,5,28079,28079,other_frequent,home,10-15,0-25,male,457127,2019318
2025-06-02,5,28079,28079,other_frequent,home,10-15,25-45,female,364099,1470799
2025-06-02,5,28079,28079,other_frequent,home,10-15,25-45,male,412724,1934030
2025-06-02,5,28079,28079,other_frequent,home,10-15,45-65,female,441915,1607562
2025-06-02,5,28079,28079,other_frequent,home,10-15,45-65,male,471796.99999999994,1988229
2025-06-02,5,28079,28079,other_frequent,home,10-15,65-100,female,211951,677539
2025-06-02,5,28079,28079,other_frequent,home,10-15,65-100,male,181722,641251
2025-06-02,5,28079,28079,other_frequent,home,>15,0-25,female,346626,1459027
2025-06-02,5,28079,28079,other_frequent,home,>15,0-25,male,301563.99999999994,1198087
2025-06-02,5,28079,28079,other_frequent,home,>15,25-45,female,459852.99999999994,1717179
2025-06-02,5,28079,28079,other_frequent,home,>15,25-45,male,437576,1596568
2025-06-02,5,28079,28079,other_frequent,home,>15,45-65,female,531767,1871518.9999999998
2025-06-02,5,28079,28079,other_frequent,home,>15,45-65,male,507217.99999999994,1887815
2025-06-02,5,28079,28079,other_frequent,home,>15,65-100,female,373902.00000000006,1044578
2025-06-02,5,28079,28079,other_frequent,home,>15,65-100,male,212446.00000000003,552351
2025-06-02,5,28079,28079,other_frequent,other_frequent,10-15,0-25,female,209956,580482
2025-06-02,5,28079,28079,other_frequent,other_frequent,10-15,0-25,male,310172,1092066
2025-06-02,5,28079,28079,other_frequent,other_frequent,10-15,25-45,female,342883.00000000006,1251220
2025-06-02,5,28079,28079,other_frequent,other_frequent,10-15,25-45,male,476384,2123889
2025-06-02,5,28079,28079,other_frequent,other_frequent,10-15,45-65,female,451394,1661567
2025-06-02,5,28079,28079,other_frequent,other_frequent,10-15,45-65,male,459125,1859433
2025-06-02,5,28079,28079,other_frequent,other_frequent,10-15,65-100,female,172614,611874
2025-06-02,5,28079,28079,other_frequent,other_frequent,10-15,65-100,male,129377.99999999999,503590.00000000006
2025-06-02,5,28079,28079,other_frequent,other_frequent,>15,0-25,female,315839,935653
2025-06-02,5,28079,28079,other_frequent,other_frequent,>15,0-25,male,303281,837876
2025-06-02,5,28079,28079,other_frequent,other_frequent,>15,25-45,female,409003.00000000006,1124073.9999999998
2025-06-02,5,28079,28079,other_frequent,other_frequent,>15,25-45,male,414171,1340262.0000000002
2025-06-02,5,28079,28079,other_frequent,other_frequent,>15,45-65,female,389190,1010235
2025-06-02,5,28079,28079,other_frequent,other_frequent,>15,45-65,male,367645,1157962
2025-06-02,5,28079,28079,other_frequent,other_frequent,>15,65-100,female,182994,456021
2025-06-02,5,28079,28079,other_frequent,other_frequent,>15,65-100,male,160718.00000000003,374626.99999999994
2025-06-02,5,28079,28079,other_frequent,other_non_frequent,10-15,0-25,female,92137,401203
2025-06-02,5,28079,28079,other_frequent,other_non_frequent,10-15,0-25,male,72602,228852
2025-06-02,5,28079,28079,other_frequent,other_non_frequent,10-15,25-45,female,77570,313332.99999999994
2025-06-02,5,28079,28079,other_frequent,other_non_frequent,10-15,25-45,male,102839,374155.00000000006
2025-06-02,5,28079,28079,other_frequent,other_non_frequent,10-15,45-65,female,95062,274505
2025-06-02,5,28079,28079,other_frequent,other_non_frequent,10-15,45-65,male,99518,414273
2025-06-02,5,28079,28079,other_frequent,other_non_frequent,10-15,65-100,female,48529,212352
2025-06-02,5,28079,28079,other_frequent,other_non_frequent,10-15,65-100,male,32165.000000000007,111136
2025-06-02,5,28079,28079,other_frequent,other_non_frequent,>15,0-25,female,49566,136366
2025-06-02,5,28079,28079,other_frequent,other_non_frequent,>15,0-25,male,64907.00000000001,306847
2025-06-02,5,28079,28079,other_frequent,other_non_frequent,>15,25-45,female,87691,361514
2025-06-02,5,28079,28079,other_frequent,other_non_frequent,>15,25-45,male,122145,574276.0000000001
2025-06-02,5,28079,28079,other_frequent,other_non_frequent,>15,45-65,female,63388.99999999999,176824
2025-06-02,5,28079,28079,other_frequent,other_non_frequent,>15,45-65,male,88657,348203.00000000006
2025-06-02,5,28079,28079,other_frequent,other_non_frequent,>15,65-100,female,67327,202106.99999999997
2025-06-02,5,28079,28079,other_frequent,other_non_frequent,>15,65-100,male,26155,110542
2025-06-02,5,28079,28079,other_frequent,work_or_study,10-15,0-25,female,59791,312114.00000000006
2025-06-02,5,28079,28079,other_frequent,work_or_study,10-15,0-25,male,57861.00000000001,331393
2025-06-02,5,28079,28079,other_frequent,work_or_study,10-15,25-45,female,142606,681759
2025-06-02,5,28079,28079,other_frequent,work_or_study,10-15,25-45,male,94467.99999999999,552948
2025-06-02,5,28079,28079,other_frequent,work_or_study,10-15,45-65,female,97812.00000000001,464192
2025-06-02,5,28079,28079,other_frequent,work_or_study,10-15,45-65,male,123499,546689.9999999999
2025-06-02,5,28079,28079,other_frequent,work_or_study,10-15,65-100,female,21291,56696
2025-06-02,5,28079,28079,other_frequent,work_or_study,10-15,65-100,male,17575,50714.99999999999
2025-06-02,5,28079,28079,other_frequent,work_or_study,>15,0-25,female,45532,71981
2025-06-02,5,28079,28079,other_frequent,work_or_study,>15,0-25,male,35217,157485
2025-06-02,5,28079,28079,other_frequent,work_or_study,>15,25-45,female,64826.00000000001,229759
2025-06-02,5,28079,28079,other_frequent,work_or_study,>15,25-45,male,59720,259633.00000000003
2025-06-02,5,28079,28079,other_frequent,work_or_study,>15,45-65,female,81231,363448.99999999994
2025-06-02,5,28079,28079,other_frequent,work_or_study,>15,45-65,male,79441,281109.00000000006
2025-06-02,5,28079,28079,other_frequent,work_or_study,>15,65-100,female,20475,115038
2025-06-02,5,28079,28079,other_frequent,work_or_study,>15,65-100,male,31840,130466.00000000001
2025-06-02,5,28079,28079,other_non_frequent,home,10-15,0-25,female,158285,801920
2025-06-02,5,28079,28079,other_non_frequent,home,10-15,0-25,male,147836,677878
2025-06-02,5,28079,28079,other_non_frequent,home,10-15,25-45,female,228111.00000000003,1142684
2025-06-02,5,28079,28079,other_non_frequent,home,10-15,25-45,male,248538,1321806
2025-06-02,5,28079,28079,other_non_frequent,home,10-15,45-65,female,229167,1013602
2025-06-02,5,28079,28079,other_non_frequent,home,10-15,45-65,male,190970,1037910.0000000001
2025-06-02,5,28079,28079,other_non_frequent,home,10-15,65-100,female,139829,724264
2025-06-02,5,28079,28079,other_non_frequent,home,10-15,65-100,male,73822,367496
2025-06-02,5,28079,28079,other_non_frequent,home,>15,0-25,female,162345,813505
2025-06-02,5,28079,28079,other_non_frequent,home,>15,0-25,male,201293,1167528
2025-06-02,5,28079,28079,other_non_frequent,home,>15,25-45,female,266803,1351232
2025-06-02,5,28079,28079,other_non_frequent,home,>15,25-45,male,256911.99999999997,1190586
2025-06-02,5,28079,28079,other_non_frequent,home,>15,45-65,female,285957,1392273
2025-06-02,5,28079,28079,other_non_frequent,home,>15,45-65,male,220762.99999999997,1106304
2025-06-02,5,28079,28079,other_non_frequent,home,>15,65-100,female,199196,980601.9999999999
2025-06-02,5,28079,28079,other_non_frequent,home,>15,65-100,male,121294,516437
2025-06-02,5,28079,28079,other_non_frequent,other_frequent,10-15,0-25,female,141204.99999999997,551095
2025-06-02,5,28079,28079,other_non_frequent,other_frequent,10-15,0-25,male,195061,1180751
2025-06-02,5,28079,28079,other_non_frequent,other_frequent,10-15,25-45,female,158208.00000000003,555572
2025-06-02,5,28079,28079,other_non_frequent,other_frequent,10-15,25-45,male,158748.00000000003,531540
2025-06-02,5,28079,28079,other_non_frequent,other_frequent,10-15,45-65,female,140698,507804
2025-06-02,5,28079,28079,other_non_frequent,other_frequent,10-15,45-65,male,196640,782326
2025-06-02,5,28079,28079,other_non_frequent,other_frequent,10-15,65-100,female,90948.00000000001,371352
2025-06-02,5,28079,28079,other_non_frequent,other_frequent,10-15,65-100,male,64437,209724
2025-06-02,5,28079,28079,other_non_frequent,other_frequent,>15,0-25,female,95582,433810
2025-06-02,5,28079,28079,other_non_frequent,other_frequent,>15,0-25,male,184469,847239
2025-06-02,5,28079,28079,other_non_frequent,other_frequent,>15,25-45,female,148834,579229
2025-06-02,5,28079,28079,other_non_frequent,other_frequent,>15,25-45,male,188434,684993.9999999999
2025-06-02,5,28079,28079,other_non_frequent,other_frequent,>15,45-65,female,212519,767834
2025-06-02,5,28079,28079,other_non_frequent,other_frequent,>15,45-65,male,179774,715941.9999999999
2025-06-02,5,28079,28079,other_non_frequent,other_frequent,>15,65-100,female,66121,285782.99999999994
2025-06-02,5,28079,28079,other_non_frequent,other_frequent,>15,65-100,male,69152,234746
2025-06-02,5,28079,28079,other_non_frequent,other_non_frequent,10-15,0-25,female,179214,452563.99999999994
2025-06-02,5,28079,28079,other_non_frequent,other_non_frequent,10-15,0-25,male,162034.00000000003,591827
2025-06-02,5,28079,28079,other_non_frequent,other_non_frequent,10-15,25-45,female,201311,905658
2025-06-02,5,28079,28079,other_non_frequent,other_non_frequent,10-15,25-45,male,205706.00000000003,688496
2025-06-02,5,28079,28079,other_non_frequent,other_non_frequent,10-15,45-65,female,211372,817576
2025-06-02,5,28079,28079,other_non_frequent,other_non_frequent,10-15,45-65,male,174760,613034
2025-06-02,5,28079,28079,other_non_frequent,other_non_frequent,10-15,65-100,female,97695.00000000001,382994
2025-06-02,5,28079,28079,other_non_frequent,other_non_frequent,10-15,65-100,male,71286,247030
2025-06-02,5,28079,28079,other_non_frequent,other_non_frequent,<10,0-25,male,8466.000000000002,69733
2025-06-02,5,28079,28079,other_non_frequent,other_non_frequent,<10,25-45,female,3078,6665
2025-06-02,5,28079,28079,other_non_frequent,other_non_frequent,<10,25-45,male,2687,13108
2025-06-02,5,28079,28079,other_non_frequent,other_non_frequent,<10,45-65,female,3588,1936
2025-06-02,5,28079,28079,other_non_frequent,other_non_frequent,<10,45-65,male,6920.999999999999,9099
2025-06-02,5,28079,28079,other_non_frequent,other_non_frequent,>15,0-25,female,163759,443978
2025-06-02,5,28079,28079,other_non_frequent,other_non_frequent,>15,0-25,male,219480,907869
2025-06-02,5,28079,28079,other_non_frequent,other_non_frequent,>15,25-45,female,234810,655339
2025-06-02,5,28079,28079,other_non_frequent,other_non_frequent,>15,25-45,male,280206,1204617
2025-06-02,5,28079,28079,other_non_frequent,other_non_frequent,>15,45-65,female,290241,1027149.9999999999
2025-06-02,5,28079,28079,other_non_frequent,other_non_frequent,>15,45-65,male,207814,824662
2025-06-02,5,28079,28079,other_non_frequent,other_non_frequent,>15,65-100,female,166727,489403
2025-06-02,5,28079,28079,other_non_frequent,other_non_frequent,>15,65-100,male,97913,311781
