date,hour,activity_origin,activity_destination,income,age,gender,n_trips,trips_total_length_km,origin_name,destination_name
2025-06-02,0,home,other_non_frequent,10-15,0-25,male,6189.0,1765301.0,Madrid,Vitoria-Gasteiz
2025-06-02,0,other_non_frequent,home,>15,45-65,male,3160.0,886616.0,Madrid,Vitoria-Gasteiz
2025-06-02,0,other_non_frequent,home,10-15,45-65,male,2983.0,656753.0,Madrid,Albacete
2025-06-02,0,other_non_frequent,home,>15,25-45,female,3164.0,699988.0,Madrid,Albacete
2025-06-02,0,other_non_frequent,other_frequent,10-15,0-25,male,5902.0,1305639.0,Madrid,Albacete
2025-06-02,0,other_non_frequent,other_non_frequent,10-15,25-45,male,2764.0,608484.0,Madrid,Albacete
2025-06-02,0,other_non_frequent,home,10-15,0-25,male,6196.0,2228543.0,Madrid,Alicante/Alacant
2025-06-02,0,other_non_frequent,home,10-15,45-65,female,3692.0,1332986.0,Madrid,Alicante/Alacant
2025-06-02,0,other_non_frequent,home,10-15,65-100,male,2259.0,812541.0,Madrid,Alicante/Alacant
2025-06-02,0,other_non_frequent,other_non_frequent,10-15,0-25,male,6189.0,2211498.0,Madrid,Alicante/Alacant
2025-06-02,0,other_non_frequent,other_non_frequent,10-15,25-45,female,3520.0,1250405.0,Madrid,Alicante/Alacant
2025-06-02,0,home,other_frequent,10-15,65-100,male,2062.0,695722.0,Madrid,Aspe
2025-06-02,0,other_frequent,other_frequent,10-15,25-45,male,3741.0,1380570.0,Madrid,Benidorm
2025-06-02,0,other_non_frequent,home,10-15,25-45,female,3385.0,1247721.0,Madrid,Benidorm
2025-06-02,0,other_non_frequent,other_non_frequent,>15,45-65,male,3451.0,1274692.0,Madrid,Benidorm
2025-06-02,0,home,other_non_frequent,10-15,25-45,male,3649.0,1314721.0,Madrid,"Campello, el"
2025-06-02,0,other_non_frequent,other_non_frequent,<10,0-25,female,3132.0,1078674.0,Madrid,Crevillent
2025-06-02,0,other_non_frequent,home,10-15,0-25,male,4122.0,1503589.0,Madrid,"Nucia, la"
2025-06-02,0,work_or_study,other_non_frequent,>15,45-65,male,2868.0,1070815.0,Madrid,Orihuela
2025-06-02,0,other_non_frequent,other_non_frequent,10-15,45-65,male,2849.0,1163377.0,Madrid,Almería
2025-06-02,0,other_non_frequent,other_non_frequent,10-15,65-100,female,4291.0,1754109.0,Madrid,Almería
2025-06-02,0,work_or_study,other_non_frequent,10-15,25-45,male,3337.0,1365644.0,Madrid,Almería
2025-06-02,0,other_non_frequent,home,<10,25-45,male,3182.0,1327261.0,Madrid,"Ejido, El"
2025-06-02,0,other_non_frequent,other_non_frequent,10-15,25-45,male,3468.0,1418664.0,Madrid,"Ejido, El"
2025-06-02,0,other_non_frequent,other_non_frequent,>15,25-45,female,5040.0,2066384.0,Madrid,"Ejido, El"
2025-06-02,0,other_non_frequent,other_non_frequent,>15,45-65,male,1866.0,238119.0,Madrid,Madrigal de las Altas Torres agregacion de municipios
2025-06-02,0,home,other_non_frequent,>15,25-45,female,4808.0,402939.0,Madrid,Navaluenga agregacion de municipios
2025-06-02,0,other_non_frequent,other_non_frequent,>15,45-65,female,3490.0,1134063.0,Madrid,Zafra
2025-06-02,0,other_non_frequent,other_non_frequent,10-15,45-65,female,3168.0,1768948.0,Madrid,Inca
2025-06-02,0,other_non_frequent,other_non_frequent,>15,45-65,male,2450.0,1360501.0,Madrid,Lloseta
2025-06-02,0,other_non_frequent,home,10-15,25-45,male,2018.0,1187944.0,Madrid,Manacor
2025-06-02,0,other_non_frequent,work_or_study,10-15,0-25,female,4402.0,2587572.0,Madrid,Manacor
2025-06-02,0,other_non_frequent,home,>15,25-45,female,6222.0,3383618.0,Madrid,Marratxí
2025-06-02,0,home,other_non_frequent,10-15,25-45,male,3101.0,1699119.0,Madrid,Palma
2025-06-02,0,other_non_frequent,home,10-15,25-45,male,3828.0,2071609.0,Madrid,Palma
2025-06-02,0,other_non_frequent,home,10-15,45-65,female,6336.0,3431443.0,Madrid,Palma
2025-06-02,0,other_non_frequent,home,10-15,45-65,male,2856.0,1549323.0,Madrid,Palma
2025-06-02,0,other_non_frequent,home,>15,0-25,female,6514.0,3505259.0,Madrid,Palma
2025-06-02,0,other_non_frequent,home,>15,25-45,female,16660.0,8989427.0,Madrid,Palma
2025-06-02,0,other_non_frequent,home,>15,25-45,male,3295.0,1780236.0,Madrid,Palma
2025-06-02,0,other_non_frequent,home,>15,45-65,female,19345.0,10430728.0,Madrid,Palma
2025-06-02,0,other_non_frequent,home,>15,45-65,male,7818.0,4235969.0,Madrid,Palma
2025-06-02,0,other_non_frequent,other_frequent,>15,45-65,male,2451.0,1341822.0,Madrid,Palma
2025-06-02,0,other_non_frequent,home,>15,45-65,female,3385.0,1911777.0,Madrid,Pollença
2025-06-02,0,other_non_frequent,home,>15,45-65,female,5510.0,2771619.0,Madrid,Barcelona
2025-06-02,0,other_non_frequent,home,>15,65-100,male,2873.0,1435864.0,Madrid,Barcelona
2025-06-02,0,other_non_frequent,other_non_frequent,10-15,45-65,female,2202.0,1108057.0,Madrid,Barcelona
2025-06-02,0,other_non_frequent,other_non_frequent,>15,25-45,female,2104.0,1041414.0,Madrid,Barcelona
2025-06-02,0,other_non_frequent,home,10-15,65-100,female,4997.0,2515429.0,Madrid,Cornellà de Llobregat
2025-06-02,0,other_non_frequent,other_non_frequent,>15,0-25,male,6145.0,3045635.0,Madrid,Cornellà de Llobregat
2025-06-02,0,other_non_frequent,home,10-15,0-25,male,6098.0,3037772.0,Madrid,"Hospitalet de Llobregat, L'"
2025-06-02,0,other_non_frequent,home,>15,45-65,female,2613.0,1301035.0,Madrid,"Hospitalet de Llobregat, L'"
2025-06-02,0,other_non_frequent,other_frequent,10-15,25-45,male,3586.0,1784034.0,Madrid,"Hospitalet de Llobregat, L'"
2025-06-02,0,other_non_frequent,home,10-15,45-65,female,2738.0,1390729.0,Madrid,Santa Coloma de Gramenet
2025-06-02,0,other_non_frequent,other_non_frequent,>15,65-100,female,4651.0,2201285.0,Madrid,Sitges
2025-06-02,0,home,other_non_frequent,>15,65-100,female,3554.0,494967.0,Madrid,Aranda de Duero
2025-06-02,0,other_non_frequent,home,>15,45-65,male,2678.0,561177.0,Madrid,Burgos
2025-06-02,0,home,other_non_frequent,10-15,25-45,male,3586.0,820400.0,Madrid,Alfoz de Quintanadueñas agregacion de municipios
2025-06-02,0,other_non_frequent,home,10-15,25-45,female,3116.0,826026.0,Madrid,Cáceres
2025-06-02,0,other_non_frequent,home,10-15,45-65,male,1924.0,504254.0,Madrid,Cáceres
2025-06-02,0,home,other_non_frequent,10-15,65-100,female,3932.0,1954618.0,Madrid,Algeciras
2025-06-02,0,other_non_frequent,home,10-15,25-45,male,2854.0,1324202.0,Madrid,Jerez de la Frontera
2025-06-02,0,home,other_non_frequent,>15,65-100,male,3315.0,1618402.0,Madrid,San Fernando
2025-06-02,0,other_non_frequent,other_non_frequent,10-15,0-25,male,3220.0,990683.0,Madrid,Borriana/Burriana
2025-06-02,0,home,other_non_frequent,10-15,65-100,female,3430.0,382215.0,Madrid,Alcázar de San Juan
2025-06-02,0,other_non_frequent,home,10-15,25-45,male,5084.0,609619.0,Madrid,Alcázar de San Juan
2025-06-02,0,other_non_frequent,home,10-15,65-100,female,2866.0,344928.0,Madrid,Alcázar de San Juan
2025-06-02,0,other_non_frequent,home,10-15,0-25,male,4433.0,916016.0,Madrid,Puertollano
2025-06-02,0,other_non_frequent,other_frequent,10-15,0-25,female,5255.0,697869.0,Madrid,Villarta de San Juan agregacion de municipios
2025-06-02,0,other_non_frequent,other_non_frequent,10-15,25-45,male,3337.0,443787.0,Madrid,Villarta de San Juan agregacion de municipios
2025-06-02,0,other_frequent,other_frequent,>15,25-45,male,3969.0,2038357.0,Madrid,"Coruña, A"
2025-06-02,0,other_non_frequent,home,>15,45-65,female,2985.0,1528844.0,Madrid,"Coruña, A"
2025-06-02,0,other_non_frequent,other_frequent,10-15,65-100,male,2529.0,1296792.0,Madrid,"Coruña, A"
2025-06-02,0,other_non_frequent,other_non_frequent,10-15,45-65,male,2666.0,1363058.0,Madrid,"Coruña, A"
2025-06-02,0,other_non_frequent,other_non_frequent,>15,0-25,female,2199.0,1128543.0,Madrid,"Coruña, A"
2025-06-02,0,other_non_frequent,other_non_frequent,>15,45-65,female,3567.0,1828768.0,Madrid,"Coruña, A"
2025-06-02,0,other_non_frequent,other_non_frequent,>15,65-100,female,4468.0,2285983.0,Madrid,"Coruña, A"
2025-06-02,0,other_non_frequent,other_non_frequent,>15,65-100,male,2124.0,1088530.0,Madrid,"Coruña, A"
2025-06-02,0,other_non_frequent,work_or_study,10-15,45-65,female,4186.0,2143068.0,Madrid,"Coruña, A"
2025-06-02,0,other_non_frequent,other_non_frequent,>15,25-45,male,3731.0,2000495.0,Madrid,Malpica de Bergantiños
2025-06-02,0,other_non_frequent,other_non_frequent,10-15,45-65,female,3030.0,1585362.0,Madrid,Mazaricos
2025-06-02,0,other_non_frequent,home,>15,0-25,male,2550.0,1247752.0,Madrid,Santiago de Compostela
2025-06-02,0,other_non_frequent,other_non_frequent,10-15,25-45,male,2868.0,1401379.0,Madrid,Santiago de Compostela
2025-06-02,0,other_non_frequent,home,10-15,0-25,male,7041.0,935539.0,Madrid,Cuenca
2025-06-02,0,other_non_frequent,other_frequent,10-15,0-25,female,5644.0,768583.0,Madrid,"Provencio, El agregacion de municipios"
2025-06-02,0,home,other_non_frequent,>15,25-45,male,3969.0,1433671.0,Madrid,Granada
2025-06-02,0,home,other_non_frequent,>15,45-65,male,2560.0,929045.0,Madrid,Granada
2025-06-02,0,other_frequent,home,>15,45-65,female,2141.0,773552.0,Madrid,Granada
2025-06-02,0,other_non_frequent,home,10-15,65-100,female,4650.0,1666446.0,Madrid,Granada
2025-06-02,0,other_non_frequent,other_non_frequent,10-15,45-65,female,2754.0,138013.0,Madrid,Almoguera agregacion de municipios
2025-06-02,0,other_frequent,other_non_frequent,10-15,65-100,female,3932.0,153902.0,Madrid,Alovera
2025-06-02,0,other_frequent,home,10-15,0-25,female,7680.0,351750.0,Madrid,Azuqueca de Henares
2025-06-02,0,other_frequent,other_non_frequent,>15,25-45,female,4497.0,179822.0,Madrid,Azuqueca de Henares
2025-06-02,0,other_non_frequent,home,10-15,0-25,female,15360.0,637124.0,Madrid,Azuqueca de Henares
2025-06-02,0,other_non_frequent,home,10-15,25-45,female,4024.0,160616.0,Madrid,Azuqueca de Henares
2025-06-02,0,other_non_frequent,home,10-15,45-65,female,3810.0,159816.0,Madrid,Azuqueca de Henares
2025-06-02,0,other_non_frequent,home,10-15,45-65,male,12368.0,422235.0,Madrid,Azuqueca de Henares
2025-06-02,0,other_non_frequent,other_frequent,>15,45-65,female,3516.0,124499.0,Madrid,Azuqueca de Henares
2025-06-02,0,home,other_frequent,>15,65-100,female,4550.0,76702.0,Madrid,"Casar, El"
2025-06-02,0,other_non_frequent,other_non_frequent,>15,25-45,male,3786.0,135811.0,Madrid,"Casar, El"
2025-06-02,0,other_frequent,home,10-15,25-45,female,3356.0,167315.0,Madrid,Guadalajara
2025-06-02,0,other_non_frequent,home,10-15,45-65,female,3277.0,153235.0,Madrid,Guadalajara
2025-06-02,0,other_non_frequent,home,10-15,45-65,male,2378.0,124446.0,Madrid,Guadalajara
2025-06-02,0,other_non_frequent,home,10-15,65-100,female,4136.0,192777.0,Madrid,Guadalajara
2025-06-02,0,other_non_frequent,home,>15,45-65,female,4035.999999999999,201791.0,Madrid,Guadalajara
2025-06-02,0,other_non_frequent,other_non_frequent,10-15,0-25,female,8866.0,382790.0,Madrid,Guadalajara
2025-06-02,0,other_non_frequent,work_or_study,>15,45-65,female,4035.999999999999,197919.0,Madrid,Guadalajara
2025-06-02,0,other_non_frequent,home,10-15,25-45,male,10167.0,580632.0,Madrid,Loranca de Tajuña agregacion de municipios
2025-06-02,0,home,other_non_frequent,10-15,25-45,female,3357.0,155841.0,Madrid,Pioz agregacion de municipios
2025-06-02,0,home,other_frequent,>15,45-65,female,3083.0,1107081.0,Madrid,Irun
2025-06-02,0,home,other_frequent,>15,65-100,female,4554.0,1608337.0,Madrid,Irun
2025-06-02,0,other_non_frequent,home,>15,45-65,male,2665.0,934029.0,Madrid,Donostia/San Sebastián
2025-06-02,0,other_non_frequent,other_frequent,>15,0-25,male,3284.0,1146540.0,Madrid,Donostia/San Sebastián
2025-06-02,0,other_non_frequent,other_non_frequent,>15,25-45,male,3977.0,1909125.0,Madrid,Ayamonte
2025-06-02,0,home,other_non_frequent,>15,45-65,male,2408.0,817697.0,Madrid,Zaidín agregacion de municipios
2025-06-02,0,home,other_non_frequent,>15,45-65,female,3548.0,871958.0,Madrid,Baños de la Encina agregacion de municipios
2025-06-02,0,other_non_frequent,other_frequent,10-15,45-65,male,2362.0,615448.0,Madrid,Sabiote
2025-06-02,0,other_non_frequent,home,10-15,45-65,male,2304.0,785633.0,Madrid,Ponferrada
2025-06-02,0,other_frequent,other_frequent,10-15,65-100,female,4291.0,1416571.0,Madrid,Torre del Bierzo agregacion de municipios
2025-06-02,0,other_non_frequent,home,10-15,45-65,female,4596.0,1193982.0,Madrid,Calahorra
2025-06-02,0,other_non_frequent,home,10-15,25-45,male,2288.0,996807.0,Madrid,Lugo
2025-06-02,0,other_non_frequent,other_frequent,10-15,25-45,female,2719.0,1176282.0,Madrid,Paradela agregacion de municipios
2025-06-02,0,other_non_frequent,other_non_frequent,10-15,25-45,female,3073.0,1259475.0,Madrid,Sarria
2025-06-02,0,other_non_frequent,other_non_frequent,>15,0-25,female,3354.0,1367972.0,Madrid,Sarria
2025-06-02,0,other_non_frequent,other_non_frequent,>15,45-65,female,3052.0,1255022.0,Madrid,Sarria
2025-06-02,0,home,work_or_study,>15,45-65,male,2599.0,54769.0,Madrid,Ajalvir
2025-06-02,0,other_non_frequent,work_or_study,>15,45-65,female,3022.0,47952.0,Madrid,Ajalvir
2025-06-02,0,home,other_frequent,10-15,0-25,female,5960.0,210885.0,Madrid,Alcalá de Henares
2025-06-02,0,home,other_frequent,10-15,25-45,female,3239.0,101131.0,Madrid,Alcalá de Henares
2025-06-02,0,home,other_frequent,10-15,65-100,female,3830.0,83159.0,Madrid,Alcalá de Henares
2025-06-02,0,home,other_frequent,>15,65-100,female,5226.0,119864.0,Madrid,Alcalá de Henares
2025-06-02,0,home,other_non_frequent,10-15,45-65,female,2729.0,92642.0,Madrid,Alcalá de Henares
2025-06-02,0,home,other_non_frequent,>15,45-65,male,2465.0,66658.0,Madrid,Alcalá de Henares
2025-06-02,0,home,work_or_study,10-15,45-65,female,3021.0,97870.0,Madrid,Alcalá de Henares
2025-06-02,0,other_frequent,home,10-15,0-25,female,8192.0,218455.0,Madrid,Alcalá de Henares
2025-06-02,0,other_frequent,home,10-15,25-45,female,13212.0,344641.0,Madrid,Alcalá de Henares
2025-06-02,0,other_frequent,home,10-15,25-45,male,10824.0,272777.0,Madrid,Alcalá de Henares
2025-06-02,0,other_frequent,home,10-15,45-65,female,3646.0,54426.0,Madrid,Alcalá de Henares
2025-06-02,0,other_frequent,home,10-15,45-65,male,2473.0,59029.0,Madrid,Alcalá de Henares
2025-06-02,0,other_frequent,home,10-15,65-100,female,4569.0,65712.0,Madrid,Alcalá de Henares
2025-06-02,0,other_frequent,home,10-15,65-100,male,2925.0,40868.0,Madrid,Alcalá de Henares
2025-06-02,0,other_frequent,home,>15,0-25,male,10190.0,210021.0,Madrid,Alcalá de Henares
2025-06-02,0,other_frequent,home,>15,25-45,male,17188.0,461848.0,Madrid,Alcalá de Henares
2025-06-02,0,other_frequent,home,>15,45-65,female,8925.0,209159.0,Madrid,Alcalá de Henares
2025-06-02,0,other_frequent,home,>15,45-65,male,11887.0,302519.0,Madrid,Alcalá de Henares
2025-06-02,0,other_frequent,home,>15,65-100,male,2712.0,69965.0,Madrid,Alcalá de Henares
2025-06-02,0,other_frequent,other_frequent,10-15,0-25,female,8192.0,291849.0,Madrid,Alcalá de Henares
2025-06-02,0,other_frequent,other_frequent,10-15,25-45,male,3867.0,71277.0,Madrid,Alcalá de Henares
2025-06-02,0,other_frequent,other_frequent,10-15,45-65,female,3646.0,76169.0,Madrid,Alcalá de Henares
2025-06-02,0,other_frequent,other_frequent,>15,25-45,male,2820.0,80025.0,Madrid,Alcalá de Henares
2025-06-02,0,other_frequent,other_non_frequent,10-15,25-45,female,3681.0,106783.0,Madrid,Alcalá de Henares
2025-06-02,0,other_frequent,work_or_study,>15,0-25,female,5151.0,88291.0,Madrid,Alcalá de Henares
2025-06-02,0,other_frequent,work_or_study,>15,25-45,male,2820.0,101991.0,Madrid,Alcalá de Henares
2025-06-02,0,other_frequent,work_or_study,>15,45-65,female,2876.0,62826.0,Madrid,Alcalá de Henares
2025-06-02,0,other_non_frequent,home,10-15,0-25,female,15398.0,444919.0,Madrid,Alcalá de Henares
2025-06-02,0,other_non_frequent,home,10-15,0-25,male,13149.0,375743.0,Madrid,Alcalá de Henares
2025-06-02,0,other_non_frequent,home,10-15,25-45,female,7994.0,247141.0,Madrid,Alcalá de Henares
2025-06-02,0,other_non_frequent,home,10-15,25-45,male,14432.0,381027.0,Madrid,Alcalá de Henares
2025-06-02,0,other_non_frequent,home,10-15,45-65,female,3337.0,52004.0,Madrid,Alcalá de Henares
2025-06-02,0,other_non_frequent,home,10-15,45-65,male,11464.0,308325.0,Madrid,Alcalá de Henares
2025-06-02,0,other_non_frequent,home,10-15,65-100,female,9138.0,208438.0,Madrid,Alcalá de Henares
2025-06-02,0,other_non_frequent,home,10-15,65-100,male,2925.0,65628.0,Madrid,Alcalá de Henares
2025-06-02,0,other_non_frequent,home,>15,25-45,female,7606.0,178326.0,Madrid,Alcalá de Henares
2025-06-02,0,other_non_frequent,home,>15,25-45,male,8927.0,257849.0,Madrid,Alcalá de Henares
2025-06-02,0,other_non_frequent,home,>15,45-65,female,9254.0,245750.0,Madrid,Alcalá de Henares
2025-06-02,0,other_non_frequent,home,>15,45-65,male,14935.0,411124.0,Madrid,Alcalá de Henares
2025-06-02,0,other_non_frequent,home,>15,65-100,female,4289.0,100974.0,Madrid,Alcalá de Henares
2025-06-02,0,other_non_frequent,home,>15,65-100,male,10401.0,273780.0,Madrid,Alcalá de Henares
2025-06-02,0,other_non_frequent,other_frequent,10-15,25-45,female,4398.0,94332.0,Madrid,Alcalá de Henares
2025-06-02,0,other_non_frequent,other_frequent,>15,25-45,female,4195.0,118989.0,Madrid,Alcalá de Henares
2025-06-02,0,other_non_frequent,other_frequent,>15,45-65,female,3173.0,97214.0,Madrid,Alcalá de Henares
2025-06-02,0,other_non_frequent,other_frequent,>15,65-100,female,3763.0,87685.0,Madrid,Alcalá de Henares
2025-06-02,0,other_non_frequent,other_non_frequent,10-15,45-65,female,3646.0,93489.0,Madrid,Alcalá de Henares
2025-06-02,0,other_non_frequent,other_non_frequent,10-15,45-65,male,7549.0,218147.0,Madrid,Alcalá de Henares
2025-06-02,0,other_non_frequent,other_non_frequent,>15,45-65,male,3074.0,54871.0,Madrid,Alcalá de Henares
2025-06-02,0,other_non_frequent,work_or_study,>15,0-25,female,6209.0,195769.0,Madrid,Alcalá de Henares
2025-06-02,0,other_non_frequent,work_or_study,>15,65-100,female,4289.0,101632.0,Madrid,Alcalá de Henares
2025-06-02,0,work_or_study,home,10-15,25-45,female,7994.0,182731.0,Madrid,Alcalá de Henares
2025-06-02,0,work_or_study,home,10-15,45-65,female,3646.0,62517.0,Madrid,Alcalá de Henares
2025-06-02,0,work_or_study,home,>15,25-45,female,3264.0,58474.0,Madrid,Alcalá de Henares
2025-06-02,0,work_or_study,home,>15,25-45,male,5640.0,159716.0,Madrid,Alcalá de Henares
2025-06-02,0,home,other_frequent,10-15,65-100,male,2537.0,48513.0,Madrid,Alcobendas
2025-06-02,0,home,other_frequent,>15,0-25,female,19334.0,85200.0,Madrid,Alcobendas
2025-06-02,0,home,other_frequent,>15,0-25,male,37266.0,136832.0,Madrid,Alcobendas
2025-06-02,0,home,other_frequent,>15,25-45,female,68767.0,255870.0,Madrid,Alcobendas
2025-06-02,0,home,other_frequent,>15,25-45,male,29597.0,66368.0,Madrid,Alcobendas
2025-06-02,0,home,other_frequent,>15,45-65,female,39804.0,147683.0,Madrid,Alcobendas
2025-06-02,0,home,other_frequent,>15,45-65,male,33546.0,121727.0,Madrid,Alcobendas
2025-06-02,0,home,other_frequent,>15,65-100,female,21000.0,87244.0,Madrid,Alcobendas
2025-06-02,0,home,other_frequent,>15,65-100,male,21156.000000000004,65443.0,Madrid,Alcobendas
2025-06-02,0,home,other_non_frequent,>15,0-25,male,5433.0,53507.0,Madrid,Alcobendas
2025-06-02,0,home,other_non_frequent,>15,25-45,male,3520.0,13377.0,Madrid,Alcobendas
2025-06-02,0,home,other_non_frequent,>15,45-65,female,3611.0,5811.0,Madrid,Alcobendas
2025-06-02,0,home,other_non_frequent,>15,45-65,male,2722.0,9013.0,Madrid,Alcobendas
2025-06-02,0,home,work_or_study,10-15,45-65,female,3218.0,59879.0,Madrid,Alcobendas
2025-06-02,0,home,work_or_study,>15,0-25,male,18930.0,21264.0,Madrid,Alcobendas
2025-06-02,0,home,work_or_study,>15,45-65,male,7360.0,31415.0,Madrid,Alcobendas
2025-06-02,0,home,work_or_study,>15,65-100,female,2989.0,15181.0,Madrid,Alcobendas
2025-06-02,0,other_frequent,home,>15,0-25,female,119462.0,658086.0,Madrid,Alcobendas
2025-06-02,0,other_frequent,home,>15,0-25,male,68544.0,367555.0,Madrid,Alcobendas
2025-06-02,0,other_frequent,home,>15,25-45,female,53304.0,178573.99999999997,Madrid,Alcobendas
2025-06-02,0,other_frequent,home,>15,25-45,male,63864.0,359039.0,Madrid,Alcobendas
2025-06-02,0,other_frequent,home,>15,45-65,female,72142.0,324382.0,Madrid,Alcobendas
2025-06-02,0,other_frequent,home,>15,45-65,male,88896.99999999999,381507.0,Madrid,Alcobendas
2025-06-02,0,other_frequent,home,>15,65-100,female,40923.0,223422.00000000003,Madrid,Alcobendas
2025-06-02,0,other_frequent,home,>15,65-100,male,47158.0,230112.00000000003,Madrid,Alcobendas
2025-06-02,0,other_frequent,other_frequent,10-15,25-45,male,6839.0,77881.0,Madrid,Alcobendas
2025-06-02,0,other_frequent,other_frequent,10-15,45-65,male,2719.0,4503.0,Madrid,Alcobendas
2025-06-02,0,other_frequent,other_frequent,10-15,65-100,female,4262.0,83599.0,Madrid,Alcobendas
2025-06-02,0,other_frequent,other_frequent,10-15,65-100,male,2455.0,6406.0,Madrid,Alcobendas
2025-06-02,0,other_frequent,other_frequent,>15,0-25,female,6518.0,74946.0,Madrid,Alcobendas
2025-06-02,0,other_frequent,other_frequent,>15,0-25,male,17992.0,156745.99999999997,Madrid,Alcobendas
2025-06-02,0,other_frequent,other_frequent,>15,25-45,female,18811.0,121069.0,Madrid,Alcobendas
2025-06-02,0,other_frequent,other_frequent,>15,25-45,male,10096.0,32870.0,Madrid,Alcobendas
2025-06-02,0,other_frequent,other_frequent,>15,45-65,female,14653.0,68190.0,Madrid,Alcobendas
2025-06-02,0,other_frequent,other_frequent,>15,45-65,male,19187.0,81512.0,Madrid,Alcobendas
2025-06-02,0,other_frequent,other_frequent,>15,65-100,female,8978.0,43901.0,Madrid,Alcobendas
2025-06-02,0,other_frequent,other_frequent,>15,65-100,male,2597.0,12994.0,Madrid,Alcobendas
2025-06-02,0,other_frequent,other_non_frequent,10-15,45-65,male,2859.0,27436.0,Madrid,Alcobendas
2025-06-02,0,other_frequent,other_non_frequent,>15,0-25,male,12357.0,119996.0,Madrid,Alcobendas
2025-06-02,0,other_frequent,other_non_frequent,>15,25-45,male,3548.0,10159.0,Madrid,Alcobendas
2025-06-02,0,other_frequent,other_non_frequent,>15,45-65,female,2557.0,28128.0,Madrid,Alcobendas
2025-06-02,0,other_frequent,work_or_study,10-15,25-45,male,3466.0,15287.0,Madrid,Alcobendas
2025-06-02,0,other_frequent,work_or_study,10-15,45-65,male,2545.0,47155.0,Madrid,Alcobendas
2025-06-02,0,other_frequent,work_or_study,>15,0-25,female,8533.0,49630.0,Madrid,Alcobendas
2025-06-02,0,other_frequent,work_or_study,>15,25-45,male,3220.0,15877.0,Madrid,Alcobendas
2025-06-02,0,other_frequent,work_or_study,>15,65-100,male,2387.0,9515.0,Madrid,Alcobendas
2025-06-02,0,other_non_frequent,home,>15,0-25,female,25598.999999999996,271438.0,Madrid,Alcobendas
2025-06-02,0,other_non_frequent,home,>15,0-25,male,38080.0,251108.99999999997,Madrid,Alcobendas
2025-06-02,0,other_non_frequent,home,>15,25-45,female,57746.0,607781.0,Madrid,Alcobendas
2025-06-02,0,other_non_frequent,home,>15,25-45,male,60316.0,638231.0,Madrid,Alcobendas
2025-06-02,0,other_non_frequent,home,>15,45-65,female,22782.0,212634.0,Madrid,Alcobendas
2025-06-02,0,other_non_frequent,home,>15,45-65,male,52782.0,549337.0,Madrid,Alcobendas
2025-06-02,0,other_non_frequent,home,>15,65-100,female,31829.0,388883.00000000006,Madrid,Alcobendas
2025-06-02,0,other_non_frequent,other_frequent,10-15,45-65,female,3004.0,18069.0,Madrid,Alcobendas
2025-06-02,0,other_non_frequent,other_frequent,>15,0-25,male,13566.0,122796.0,Madrid,Alcobendas
2025-06-02,0,other_non_frequent,other_frequent,>15,25-45,female,11317.0,190228.0,Madrid,Alcobendas
2025-06-02,0,other_non_frequent,other_frequent,>15,25-45,male,6740.0,63288.0,Madrid,Alcobendas
2025-06-02,0,other_non_frequent,other_frequent,>15,45-65,female,10852.0,64771.0,Madrid,Alcobendas
2025-06-02,0,other_non_frequent,other_frequent,>15,45-65,male,4663.0,16296.0,Madrid,Alcobendas
2025-06-02,0,other_non_frequent,other_non_frequent,10-15,0-25,male,5686.0,30253.0,Madrid,Alcobendas
2025-06-02,0,other_non_frequent,other_non_frequent,10-15,25-45,female,3910.0,75024.0,Madrid,Alcobendas
2025-06-02,0,other_non_frequent,other_non_frequent,10-15,25-45,male,7362.0,100669.0,Madrid,Alcobendas
2025-06-02,0,other_non_frequent,other_non_frequent,>15,0-25,female,22554.0,216287.0,Madrid,Alcobendas
2025-06-02,0,other_non_frequent,other_non_frequent,>15,25-45,female,4647.0,40494.0,Madrid,Alcobendas
2025-06-02,0,other_non_frequent,other_non_frequent,>15,45-65,female,2997.0,18688.0,Madrid,Alcobendas
2025-06-02,0,other_non_frequent,other_non_frequent,>15,45-65,male,2770.0,50026.0,Madrid,Alcobendas
2025-06-02,0,other_non_frequent,other_non_frequent,>15,65-100,male,4746.0,45375.0,Madrid,Alcobendas
2025-06-02,0,other_non_frequent,work_or_study,10-15,25-45,male,3466.0,16222.000000000002,Madrid,Alcobendas
2025-06-02,0,other_non_frequent,work_or_study,>15,25-45,male,3806.0,67514.0,Madrid,Alcobendas
2025-06-02,0,work_or_study,home,>15,0-25,female,34132.0,243997.0,Madrid,Alcobendas
2025-06-02,0,work_or_study,home,>15,0-25,male,7616.0,10599.0,Madrid,Alcobendas
2025-06-02,0,work_or_study,home,>15,25-45,female,13326.0,68275.0,Madrid,Alcobendas
2025-06-02,0,work_or_study,home,>15,25-45,male,21288.0,96915.0,Madrid,Alcobendas
2025-06-02,0,work_or_study,home,>15,45-65,female,26579.0,165128.0,Madrid,Alcobendas
2025-06-02,0,work_or_study,home,>15,45-65,male,16668.0,37197.0,Madrid,Alcobendas
2025-06-02,0,work_or_study,home,>15,65-100,female,9094.0,24392.0,Madrid,Alcobendas
2025-06-02,0,work_or_study,home,>15,65-100,male,5548.0,17145.0,Madrid,Alcobendas
2025-06-02,0,work_or_study,other_frequent,>15,0-25,male,7616.0,65945.0,Madrid,Alcobendas
2025-06-02,0,work_or_study,other_frequent,>15,25-45,female,2746.0,14972.0,Madrid,Alcobendas
