id,name,wikidata_uri,population
08194,Sant Adrià de Besòs,https://www.wikidata.org/entity/Q15471,37283
08196,Sant Andreu de la Barca,https://www.wikidata.org/entity/Q15634,27175
08197,Sant Andreu de Llavaneres,https://www.wikidata.org/entity/Q12093,11150
08198,Sant Antoni de Vilamajor,https://www.wikidata.org/entity/Q15440,6383
08200,Sant Boi de Llobregat,https://www.wikidata.org/entity/Q15635,83755
08202,Sant Celoni,https://www.wikidata.org/entity/Q15441,18176
08203,Sant Cebrià de Vallalta,https://www.wikidata.org/entity/Q12520,3570
08204,Sant Climent de Llobregat,https://www.wikidata.org/entity/Q15636,4193
08205,Sant Cugat del Vallès,https://www.wikidata.org/entity/Q13936,94012
08207,Sant Esteve de Palautordera,https://www.wikidata.org/entity/Q15442,2997
08208_AM,Sant Esteve Sesrovires,https://www.wikidata.org/entity/Q15638,10230
08209,Sant Fost de Campsentelles,https://www.wikidata.org/entity/Q15445,8997
08210,Sant Feliu de Codines,https://www.wikidata.org/entity/Q15444,6406
08211,Sant Feliu de Llobregat,https://www.wikidata.org/entity/Q15639,45463
08213,Sant Fruitós de Bages,https://www.wikidata.org/entity/Q16730,8936
08214,Vilassar de Dalt,https://www.wikidata.org/entity/Q12075,9074
08217,Sant Joan Despí,https://www.wikidata.org/entity/Q15640,34130
08218,Sant Joan de Vilatorrada,https://www.wikidata.org/entity/Q16731,10871
08219,Vilassar de Mar,https://www.wikidata.org/entity/Q12071,20936
08220_AM,Sant Julià de Vilatorta,https://www.wikidata.org/entity/Q13821,5411
08221,Sant Just Desvern,https://www.wikidata.org/entity/Q15641,19379
08223,Sant Llorenç Savall,https://www.wikidata.org/entity/Q13937,2514
08224_AM,Sant Martí de Centelles,https://www.wikidata.org/entity/Q13823,2638
08226_AM,Sant Martí de Tous,https://www.wikidata.org/entity/Q15966,2916
08227_AM,Sant Martí Sarroca,https://www.wikidata.org/entity/Q593512,4883
08230,Premià de Dalt,https://www.wikidata.org/entity/Q12049,10419
08231,Sant Pere de Ribes,https://www.wikidata.org/entity/Q15555,31525
08232_AM,Sant Pere de Riudebitlles,https://www.wikidata.org/entity/Q633095,5146
08233_AM,Sant Pere de Torelló,https://www.wikidata.org/entity/Q13828,6518
08234,Sant Pere de Vilamajor,https://www.wikidata.org/entity/Q15450,4671
08235,Sant Pol de Mar,https://www.wikidata.org/entity/Q12534,5538
08237_AM,Sant Quirze de Besora,https://www.wikidata.org/entity/Q13830,5770
08238,Sant Quirze del Vallès,https://www.wikidata.org/entity/Q13935,20156
08240,Sant Sadurní d'Anoia,https://www.wikidata.org/entity/Q984508,12840
08244,Santa Coloma de Cervelló,https://www.wikidata.org/entity/Q15632,8273
08245,Santa Coloma de Gramenet,https://www.wikidata.org/entity/Q15473,119289
08247_AM,Santa Eulàlia de Riuprimer,https://www.wikidata.org/entity/Q13836,2579
08248,Santa Eulàlia de Ronçana,https://www.wikidata.org/entity/Q15454,7538
08250,Santa Margarida de Montbui,https://www.wikidata.org/entity/Q15968,10192
08251,Santa Margarida i els Monjos,https://www.wikidata.org/entity/Q660350,7664
08252,Barberà del Vallès,https://www.wikidata.org/entity/Q13916,33016
08258_AM,Santa Maria d'Oló,https://www.wikidata.org/entity/Q16735,2515
08259,Santa Maria de Palautordera,https://www.wikidata.org/entity/Q15456,9666
08260,Santa Perpètua de Mogoda,https://www.wikidata.org/entity/Q13941,26033
08261,Santa Susanna,https://www.wikidata.org/entity/Q12587,3650
08262_AM,Sant Vicenç de Castellet,https://www.wikidata.org/entity/Q16734,10736
08263,Sant Vicenç dels Horts,https://www.wikidata.org/entity/Q15649,28115
08264,Sant Vicenç de Montalt,https://www.wikidata.org/entity/Q12095,6523
08266,Cerdanyola del Vallès,https://www.wikidata.org/entity/Q13922,57217
08267,Sentmenat,https://www.wikidata.org/entity/Q13943,9347
08268_AM,Cercs,https://www.wikidata.org/entity/Q15504,4886
08269,Seva,https://www.wikidata.org/entity/Q13839,3696
08270,Sitges,https://www.wikidata.org/entity/Q15551,30217
08273_AM,Subirats,https://www.wikidata.org/entity/Q782758,5072
08274,Súria,https://www.wikidata.org/entity/Q16737,5923
08278_AM,Taradell,https://www.wikidata.org/entity/Q13850,6963
08279,Terrassa,https://www.wikidata.org/entity/Q13939,223011
08281,TeiÍ,https://www.wikidata.org/entity/Q6097,6532
08282,Tiana,https://www.wikidata.org/entity/Q12026,9009
08283,Tona,https://www.wikidata.org/entity/Q13853,8368
08284_AM,Tordera,https://www.wikidata.org/entity/Q12596,19328
08285,Torelló,https://www.wikidata.org/entity/Q13854,14553
08286_AM,La Torre de Claramunt,https://www.wikidata.org/entity/Q15971,6059
08288_AM,Torrelles de Foix,https://www.wikidata.org/entity/Q984393,4841
08289,Torrelles de Llobregat,https://www.wikidata.org/entity/Q15650,6126
08291,Vacarisses,https://www.wikidata.org/entity/Q13945,7082
08294_AM,Vallgorguina,https://www.wikidata.org/entity/Q15458,5248
08295,Vallirana,https://www.wikidata.org/entity/Q15651,15438
08296_AM,Vallromanes,https://www.wikidata.org/entity/Q15460,3373
08298,Vic,https://www.wikidata.org/entity/Q13855,47319
08300_AM,Viladecavalls,https://www.wikidata.org/entity/Q13946,9717
08301,Viladecans,https://www.wikidata.org/entity/Q15652,66707
08302,Vilanova del Camí,https://www.wikidata.org/entity/Q15974,12736
08305,Vilafranca del Penedès,https://www.wikidata.org/entity/Q835012,39969
08307,Vilanova i la Geltrú,https://www.wikidata.org/entity/Q15553,67458
08902,Vilanova del Vallès,https://www.wikidata.org/entity/Q15463,5535
08904,Badia del Vallès,https://www.wikidata.org/entity/Q13913,13228
08905,La Palma de Cervelló,https://www.wikidata.org/entity/Q15630,3015
09018,Aranda de Duero,https://www.wikidata.org/entity/Q495380,33084
09048_AM,Belorado,https://www.wikidata.org/entity/Q536682,5319
09056,Briviesca,https://www.wikidata.org/entity/Q1391501,6465
09059,Burgos,https://www.wikidata.org/entity/Q9580,174051
09073_AM,Cardeñadijo,https://www.wikidata.org/entity/Q1607122,4711
09109_AM,Condado de Treviño,https://www.wikidata.org/entity/Q946251,1929
09124_AM,Espinosa de los Monteros,https://www.wikidata.org/entity/Q507149,2527
09141_AM,Fuentespina,https://www.wikidata.org/entity/Q1633201,6044
09174_AM,Huerta de Rey,https://www.wikidata.org/entity/Q1645211,5125
09177_AM,Ibeas de Juarros,https://www.wikidata.org/entity/Q1607309,3974
09194,Lerma,https://www.wikidata.org/entity/Q1614795,2609
09209_AM,Medina de Pomar,https://www.wikidata.org/entity/Q1614754,6747
09211_AM,Melgar de Fernamental,https://www.wikidata.org/entity/Q1643731,5401
09219,Miranda de Ebro,https://www.wikidata.org/entity/Q11994,35528
09238_AM,Oña,https://www.wikidata.org/entity/Q1609760,5369
09289_AM,Quintanar de la Sierra,https://www.wikidata.org/entity/Q920872,4762
09321_AM,Roa,https://www.wikidata.org/entity/Q430454,5393
09330_AM,Salas de los Infantes,https://www.wikidata.org/entity/Q378299,4897
09350_AM,Santa María del Campo,https://www.wikidata.org/entity/Q1641301,4874
09363_AM,Sasamón,https://www.wikidata.org/entity/Q1628353,4976
09390_AM,Torresandino,https://www.wikidata.org/entity/Q1630680,2804
09410,Valle de Mena,https://www.wikidata.org/entity/Q1614774,3987
09413_AM,Valle de Valdebezana,https://www.wikidata.org/entity/Q923993,4589
09434_AM,Villagonzalo Pedernales,https://www.wikidata.org/entity/Q607811,5550
09439_AM,Villalbilla de Burgos,https://www.wikidata.org/entity/Q526762,4769
09903,Villarcayo de Merindad de Castilla la Vieja,https://www.wikidata.org/entity/Q370934,4029
09907_AM,Alfoz de Quintanadueñas,https://www.wikidata.org/entity/Q1447986,6542
10004_AM,Acehúche,https://www.wikidata.org/entity/Q1613517,2712
10006_AM,Ahigal,https://www.wikidata.org/entity/Q930686,5047
10010_AM,Alcuéscar,https://www.wikidata.org/entity/Q1630122,5663
10014_AM,Aldeanueva de la Vera,https://www.wikidata.org/entity/Q1630535,4744
10019_AM,Almaraz,https://www.wikidata.org/entity/Q1632524,5074
10020_AM,Almoharín,https://www.wikidata.org/entity/Q1630552,5056
10021,Arroyo de la Luz,https://www.wikidata.org/entity/Q1630474,5663
10032_AM,Brozas,https://www.wikidata.org/entity/Q1630506,6491
10035_AM,Cabezuela del Valle,https://www.wikidata.org/entity/Q726538,5019
10037,Cáceres,https://www.wikidata.org/entity/Q15678,95418
10049_AM,Casar de Cáceres,https://www.wikidata.org/entity/Q578081,6471
10050_AM,Casar de Palomero,https://www.wikidata.org/entity/Q1630093,5009
10061_AM,Ceclavín,https://www.wikidata.org/entity/Q1632687,6061
10064_AM,Cilleros,https://www.wikidata.org/entity/Q1613475,6088
10067,Coria,https://www.wikidata.org/entity/Q142778,12330
10087_AM,Guadalupe,https://www.wikidata.org/entity/Q695504,4910
10089_AM,Guijo de Galisteo,https://www.wikidata.org/entity/Q1630130,5113
10096_AM,Hervás,https://www.wikidata.org/entity/Q1628817,5059
10104,Jaraíz de la Vera,https://www.wikidata.org/entity/Q368372,6499
10105_AM,Jarandilla de la Vera,https://www.wikidata.org/entity/Q1632660,5093
10109_AM,Logrosán,https://www.wikidata.org/entity/Q1632442,6065
10110,Losar de la Vera,https://www.wikidata.org/entity/Q1631182,2658
10113_AM,Madroñera,https://www.wikidata.org/entity/Q1613503,4757
10115,Malpartida de Cáceres,https://www.wikidata.org/entity/Q946208,4060
10116_AM,Malpartida de Plasencia,https://www.wikidata.org/entity/Q1643692,5178
10121,Miajadas,https://www.wikidata.org/entity/Q371790,9503
10127,Montehermoso,https://www.wikidata.org/entity/Q43713,5680
10128,Moraleja,https://www.wikidata.org/entity/Q1444329,6685
10131,Navalmoral de la Mata,https://www.wikidata.org/entity/Q965529,17010
10140_AM,Peraleda de la Mata,https://www.wikidata.org/entity/Q1643620,6270
10146_AM,Pinofranqueado,https://www.wikidata.org/entity/Q1611575,4932
10147_AM,Piornal,https://www.wikidata.org/entity/Q1613446,5226
10148,Plasencia,https://www.wikidata.org/entity/Q241767,39558
10175_AM,Serradilla,https://www.wikidata.org/entity/Q1628832,7010
10177_AM,Sierra de Fuentes,https://www.wikidata.org/entity/Q1628461,8209
10180_AM,Talayuela,https://www.wikidata.org/entity/Q1442461,9589
10184_AM,El Torno,https://www.wikidata.org/entity/Q1613406,4850
10186_AM,Torrecillas de la Tiesa,https://www.wikidata.org/entity/Q1628401,5133
10189,Torrejoncillo,https://www.wikidata.org/entity/Q521090,2894
10195_AM,Trujillo,https://www.wikidata.org/entity/Q324489,10258
10203,Valencia de Alcántara,https://www.wikidata.org/entity/Q1613421,5325
10205_AM,Valverde del Fresno,https://www.wikidata.org/entity/Q1441219,4806
10212_AM,Villanueva de la Vera,https://www.wikidata.org/entity/Q1629837,5414
10216_AM,Zarza de Granadilla,https://www.wikidata.org/entity/Q1613311,4968
11001,Alcalá de los Gazules,https://www.wikidata.org/entity/Q203042,5245
11002,Alcalá del Valle,https://www.wikidata.org/entity/Q1379651,5031
11004,Algeciras,https://www.wikidata.org/entity/Q484552,122982
11005_AM,Algodonales,https://www.wikidata.org/entity/Q818386,7235
11006,Arcos de la Frontera,https://www.wikidata.org/entity/Q637863,30902
11007,Barbate,https://www.wikidata.org/entity/Q13154,22761
11008,"Barrios, Los",https://www.wikidata.org/entity/Q26442,23983
11010,Bornos,https://www.wikidata.org/entity/Q1451570,7655
11011_AM,El Bosque,https://www.wikidata.org/entity/Q653914,5412
11012,Cádiz,https://www.wikidata.org/entity/Q15682,114244
11013,Castellar de la Frontera,https://www.wikidata.org/entity/Q1610266,3070
11014,Conil de la Frontera,https://www.wikidata.org/entity/Q832984,23182
11015,Chiclana de la Frontera,https://www.wikidata.org/entity/Q277302,86306
11016,Chipiona,https://www.wikidata.org/entity/Q741749,19368
11017,Espera,https://www.wikidata.org/entity/Q1448444,3845
11020,Jerez de la Frontera,https://www.wikidata.org/entity/Q12303,212801
11021,Jimena de la Frontera,https://www.wikidata.org/entity/Q916664,6665
11022,La Línea de la Concepción,https://www.wikidata.org/entity/Q13148,63365
11023,Medina Sidonia,https://www.wikidata.org/entity/Q642200,11813
11024_AM,Olvera,https://www.wikidata.org/entity/Q662224,8816
11025,Paterna de Rivera,https://www.wikidata.org/entity/Q1631804,5470
11026_AM,Prado del Rey,https://www.wikidata.org/entity/Q1448460,7046
11027,El Puerto de Santa María,https://www.wikidata.org/entity/Q203040,89060
11028,Puerto Real,https://www.wikidata.org/entity/Q846159,41771
11029,Puerto Serrano,https://www.wikidata.org/entity/Q1630881,6954
11030,Rota,https://www.wikidata.org/entity/Q15907,29326
11031,San Fernando,https://www.wikidata.org/entity/Q741765,94867
11032,Sanlúcar de Barrameda,https://www.wikidata.org/entity/Q210887,69507
11033,San Roque,https://www.wikidata.org/entity/Q846153,32178
11034,Setenil de las Bodegas,https://www.wikidata.org/entity/Q918623,2698
11035,Tarifa,https://www.wikidata.org/entity/Q222702,18466
11037,Trebujena,https://www.wikidata.org/entity/Q1610648,7042
11038,Ubrique,https://www.wikidata.org/entity/Q1092146,16482
11039,Vejer de la Frontera,https://www.wikidata.org/entity/Q827393,12572
11041,Villamartín,https://www.wikidata.org/entity/Q1442451,12125
11901,Benalup-Casas Viejas,https://www.wikidata.org/entity/Q1632577,7020
11902_AM,San José del Valle,https://www.wikidata.org/entity/Q1750939,5874
11903,San Martín del Tesorillo,https://www.wikidata.org/entity/Q6119362,2821
12004,Alcalà de Xivert,https://www.wikidata.org/entity/Q1635204,6691
12005,L'Alcora,https://www.wikidata.org/entity/Q1635385,10428
12009,Almassora,https://www.wikidata.org/entity/Q1373919,26878
12011_AM,Almenara,https://www.wikidata.org/entity/Q1917433,7237
12012_AM,Altura,https://www.wikidata.org/entity/Q1635901,6058
12016_AM,Artana,https://www.wikidata.org/entity/Q979628,5324
12021,Betxí,https://www.wikidata.org/entity/Q54948,5605
12027,Benicarló,https://www.wikidata.org/entity/Q817302,27658
12028,Benicàssim,https://www.wikidata.org/entity/Q636467,18991
12031,Borriol,https://www.wikidata.org/entity/Q978356,5552
12032,Borriana/Burriana,https://www.wikidata.org/entity/Q385070,34903
12033_AM,Cabanes,https://www.wikidata.org/entity/Q11257,5094
12034_AM,Càlig,https://www.wikidata.org/entity/Q1635720,5966
12040,Castelló de la Plana,https://www.wikidata.org/entity/Q15092,172589
12050_AM,Les Coves de Vinromà,https://www.wikidata.org/entity/Q1646761,4974
12053,Xilxes,https://www.wikidata.org/entity/Q1768727,2795
12072_AM,Lucena del Cid,https://www.wikidata.org/entity/Q601999,5736
12077,Moncofa,https://www.wikidata.org/entity/Q1635650,6958
12080_AM,Morella,https://www.wikidata.org/entity/Q732907,5497
12082,Nules,https://www.wikidata.org/entity/Q1768703,13256
12084,Onda,https://www.wikidata.org/entity/Q984821,24939
12085,Oropesa,https://www.wikidata.org/entity/Q1596349,9755
12089,Peniscola,https://www.wikidata.org/entity/Q845424,7882
12104,Segorbe,https://www.wikidata.org/entity/Q750968,9139
12106_AM,Soneja,https://www.wikidata.org/entity/Q1645719,5194
12117,Torreblanca,https://www.wikidata.org/entity/Q1635372,5606
12121_AM,Traiguera,https://www.wikidata.org/entity/Q1645728,5166
12124,Vall d'Alba,https://www.wikidata.org/entity/Q1646881,2943
12126,La Vall d'Uixó,https://www.wikidata.org/entity/Q1637512,31549
12128_AM,Vilafamés,https://www.wikidata.org/entity/Q1116829,3339
12129_AM,Vilafranca / Villafranca del Cid,https://www.wikidata.org/entity/Q537017,5881
12135,Villarreal,https://www.wikidata.org/entity/Q12292,51130
12136,La Vilavella,https://www.wikidata.org/entity/Q1768916,3111
12138,Vinaròs,https://www.wikidata.org/entity/Q917888,28862
12140_AM,Viver,https://www.wikidata.org/entity/Q47544,5293
12901,"Alqueries, les/Alquerías del Niño Perdido",https://www.wikidata.org/entity/Q1646869,4539
12902_AM,Sant Joan de Moró,https://www.wikidata.org/entity/Q627890,4546
13001_AM,Abenójar,https://www.wikidata.org/entity/Q1614505,4871
13005,Alcázar de San Juan,https://www.wikidata.org/entity/Q679269,30548
13009_AM,Aldea del Rey,https://www.wikidata.org/entity/Q579584,3255
13011,Almadén,https://www.wikidata.org/entity/Q465085,5105
13013,Almagro,https://www.wikidata.org/entity/Q752280,8896
13015,Almodóvar del Campo,https://www.wikidata.org/entity/Q1631896,5947
13019,Argamasilla de Alba,https://www.wikidata.org/entity/Q1632537,6844
13020_AM,Argamasilla de Calatrava,https://www.wikidata.org/entity/Q1631995,6279
13023,Bolaños de Calatrava,https://www.wikidata.org/entity/Q1613546,11992
13027,Calzada de Calatrava,https://www.wikidata.org/entity/Q921414,3615
13028_AM,Campo de Criptana,https://www.wikidata.org/entity/Q681080,13801
13031,Carrión de Calatrava,https://www.wikidata.org/entity/Q1614497,3086
13033_AM,Castellar de Santiago,https://www.wikidata.org/entity/Q1644848,4860
13034,Ciudad Real,https://www.wikidata.org/entity/Q15093,75104
13038_AM,Chillón,https://www.wikidata.org/entity/Q1631224,4774
13039,Daimiel,https://www.wikidata.org/entity/Q1631261,17771
13042_AM,Fuencaliente,https://www.wikidata.org/entity/Q434019,4183
13044_AM,Fuente el Fresno,https://www.wikidata.org/entity/Q1642113,4017
13047,Herencia,https://www.wikidata.org/entity/Q1632508,8510
13052,Malagón,https://www.wikidata.org/entity/Q1613270,7842
13053_AM,Manzanares,https://www.wikidata.org/entity/Q1372697,18545
13054,Membrilla,https://www.wikidata.org/entity/Q1642197,5927
13056,Miguelturra,https://www.wikidata.org/entity/Q1632172,15658
13058,Moral de Calatrava,https://www.wikidata.org/entity/Q1644456,5211
13061,Pedro Muñoz,https://www.wikidata.org/entity/Q910402,7325
13063_AM,Piedrabuena,https://www.wikidata.org/entity/Q1631293,6779
13064,Poblete,https://www.wikidata.org/entity/Q1642159,2759
13065_AM,Porzuna,https://www.wikidata.org/entity/Q1643639,4553
13066,Pozuelo de Calatrava,https://www.wikidata.org/entity/Q644491,3623
13068_AM,Puebla de Don Rodrigo,https://www.wikidata.org/entity/Q1632588,4862
13071,Puertollano,https://www.wikidata.org/entity/Q215822,46036
13077,Santa Cruz de Mudela,https://www.wikidata.org/entity/Q958776,4017
13078,Socuéllamos,https://www.wikidata.org/entity/Q1614556,12067
13079,La Solana,https://www.wikidata.org/entity/Q1607352,15357
13082,Tomelloso,https://www.wikidata.org/entity/Q820229,35984
13083_AM,Torralba de Calatrava,https://www.wikidata.org/entity/Q928368,3969
13085,Torrenueva,https://www.wikidata.org/entity/Q1628417,2708
13087,Valdepeñas,https://www.wikidata.org/entity/Q898563,30218
13089_AM,Villahermosa,https://www.wikidata.org/entity/Q302820,5798
13092_AM,Villanueva de la Fuente,https://www.wikidata.org/entity/Q1642043,6672
13093_AM,Villanueva de los Infantes,https://www.wikidata.org/entity/Q768433,5318
13096,Villarrubia de los Ojos,https://www.wikidata.org/entity/Q1641422,9722
13097_AM,Villarta de San Juan,https://www.wikidata.org/entity/Q1641398,5209
13098_AM,Viso del Marqués,https://www.wikidata.org/entity/Q1641553,2974
14001,Adamuz,https://www.wikidata.org/entity/Q794492,4141
14002,Aguilar de la Frontera,https://www.wikidata.org/entity/Q854444,13398
14004_AM,Almedinilla,https://www.wikidata.org/entity/Q854412,3028
14005_AM,Almodóvar del Río,https://www.wikidata.org/entity/Q854424,9598
14007_AM,Baena,https://www.wikidata.org/entity/Q854403,19983
14008,Belalcázar,https://www.wikidata.org/entity/Q854373,3207
14009,Belmez,https://www.wikidata.org/entity/Q970766,2905
14010,Benamejí,https://www.wikidata.org/entity/Q975728,4982
14012,Bujalance,https://www.wikidata.org/entity/Q975711,7316
14013,Cabra,https://www.wikidata.org/entity/Q927931,20245
14014,Cañete de las Torres,https://www.wikidata.org/entity/Q1447425,2888
14017,La Carlota,https://www.wikidata.org/entity/Q749022,14228
14018,"Carpio, El",https://www.wikidata.org/entity/Q956538,4382
14019,Castro del Río,https://www.wikidata.org/entity/Q1447412,7740
14021,Córdoba,https://www.wikidata.org/entity/Q5818,322071
14022_AM,Doña Mencía,https://www.wikidata.org/entity/Q1406756,5237
14023_AM,Dos Torres,https://www.wikidata.org/entity/Q1373904,5755
14024_AM,Encinas Reales,https://www.wikidata.org/entity/Q1444282,3719
14025,Espejo,https://www.wikidata.org/entity/Q675298,3272
14026_AM,Espiel,https://www.wikidata.org/entity/Q1447434,6086
14027,Fernán Núñez,https://www.wikidata.org/entity/Q1617311,9667
14029_AM,Fuente Obejuna,https://www.wikidata.org/entity/Q1443636,5942
14030_AM,Fuente Palmera,https://www.wikidata.org/entity/Q1443622,10936
14035,Hinojosa del Duque,https://www.wikidata.org/entity/Q657396,6684
14036,Hornachuelos,https://www.wikidata.org/entity/Q1443790,4517
14037,Iznájar,https://www.wikidata.org/entity/Q904793,4106
14038,Lucena,https://www.wikidata.org/entity/Q504598,42712
14039_AM,Luque,https://www.wikidata.org/entity/Q986552,5319
14040,Montalbán de Córdoba,https://www.wikidata.org/entity/Q1443804,4517
14041,Montemayor,https://www.wikidata.org/entity/Q1606495,3851
14042,Montilla,https://www.wikidata.org/entity/Q13156,22633
14043_AM,Montoro,https://www.wikidata.org/entity/Q1375851,10704
14045_AM,Moriles,https://www.wikidata.org/entity/Q1406673,5669
14046,Nueva Carteya,https://www.wikidata.org/entity/Q1406692,5341
14049,Palma del Río,https://www.wikidata.org/entity/Q1372714,20910
14050,Pedro Abad,https://www.wikidata.org/entity/Q828568,2808
14051_AM,Pedroche,https://www.wikidata.org/entity/Q1447333,2883
14052,Peñarroya-Pueblonuevo,https://www.wikidata.org/entity/Q1406749,10508
14053,Posadas,https://www.wikidata.org/entity/Q818312,7296
14054,Pozoblanco,https://www.wikidata.org/entity/Q820240,17156
14055,Priego de Córdoba,https://www.wikidata.org/entity/Q301437,22251
14056,Puente Genil,https://www.wikidata.org/entity/Q589053,29767
14057,La Rambla,https://www.wikidata.org/entity/Q1645517,7515
14058,Rute,https://www.wikidata.org/entity/Q592982,9835
14060_AM,Santaella,https://www.wikidata.org/entity/Q970749,5976
14065_AM,La Victoria,https://www.wikidata.org/entity/Q970724,3165
14066,Villa del Río,https://www.wikidata.org/entity/Q970738,7016
14067,Villafranca de Córdoba,https://www.wikidata.org/entity/Q546596,4897
14069,Villanueva de Córdoba,https://www.wikidata.org/entity/Q879493,8662
14070_AM,Villanueva del Duque,https://www.wikidata.org/entity/Q878608,2890
14073,Villaviciosa de Córdoba,https://www.wikidata.org/entity/Q878655,3191
14074_AM,El Viso,https://www.wikidata.org/entity/Q879483,3284
15001,Abegondo,https://www.wikidata.org/entity/Q318323,5494
15002,Ames,https://www.wikidata.org/entity/Q1353997,31993
15004,Ares,https://www.wikidata.org/entity/Q17416,5997
15005,Arteixo,https://www.wikidata.org/entity/Q996161,32894
15006_AM,Arzúa,https://www.wikidata.org/entity/Q651676,7493
15007,A Baña,https://www.wikidata.org/entity/Q1183411,3389
15008,Bergondo,https://www.wikidata.org/entity/Q644018,6817
15009,Betanzos,https://www.wikidata.org/entity/Q671341,13030
15010_AM,Boimorto,https://www.wikidata.org/entity/Q692787,6041
15011,Boiro,https://www.wikidata.org/entity/Q735282,18955
15012,Boqueixón,https://www.wikidata.org/entity/Q1369014,4186
15013,Brión,https://www.wikidata.org/entity/Q1615466,7957
15014,Cabana de Bergantiños,https://www.wikidata.org/entity/Q1368763,4185
15015,Cabanas,https://www.wikidata.org/entity/Q974129,3359
15016,Camariñas,https://www.wikidata.org/entity/Q1373985,5224
15017,Cambre,https://www.wikidata.org/entity/Q1113375,24616
15019,Carballo,https://www.wikidata.org/entity/Q166137,31414
15020,Carnota,https://www.wikidata.org/entity/Q1368813,3854
15021,Carral,https://www.wikidata.org/entity/Q601352,6574
15022_AM,Cedeira,https://www.wikidata.org/entity/Q1113395,8925
15023_AM,Cee,https://www.wikidata.org/entity/Q988707,9174
15024,Cerceda,https://www.wikidata.org/entity/Q1369070,4996
15029,Coristanco,https://www.wikidata.org/entity/Q1369028,5878
15030,A Coruña,https://www.wikidata.org/entity/Q8757,245468
15031,Culleredo,https://www.wikidata.org/entity/Q1113450,30758
15032_AM,Curtis,https://www.wikidata.org/entity/Q1373939,5914
15033,Dodro,https://www.wikidata.org/entity/Q1368913,2710
15034,Dumbría,https://www.wikidata.org/entity/Q549319,2927
15035,Fene,https://www.wikidata.org/entity/Q1374025,12832
15036,Ferrol,https://www.wikidata.org/entity/Q485329,64785
15037,Fisterra,https://www.wikidata.org/entity/Q732090,4714
15040,Laxe,https://www.wikidata.org/entity/Q1620185,3004
15041,A Laracha,https://www.wikidata.org/entity/Q924043,11521
15042,Lousame,https://www.wikidata.org/entity/Q1450842,3235
15043,Malpica de Bergantiños,https://www.wikidata.org/entity/Q596761,5332
15045,Mazaricos,https://www.wikidata.org/entity/Q1442814,3806
15046,"Melide, A Coruña",https://www.wikidata.org/entity/Q912514,7427
15047_AM,Mesía,https://www.wikidata.org/entity/Q1606528,4785
15048,Miño,https://www.wikidata.org/entity/Q830548,6423
15050_AM,Monfero,https://www.wikidata.org/entity/Q1442860,4369
15051,Mugardos,https://www.wikidata.org/entity/Q1442847,5226
15052,Muxía,https://www.wikidata.org/entity/Q512940,4564
15053,Muros,https://www.wikidata.org/entity/Q578957,8399
15054,Narón,https://www.wikidata.org/entity/Q1368896,38913
15055,Neda,https://www.wikidata.org/entity/Q1635664,5032
15056,Negreira,https://www.wikidata.org/entity/Q840787,6775
15057,Noia,https://www.wikidata.org/entity/Q818601,14240
15058,Oleiros,https://www.wikidata.org/entity/Q688611,36922
15059,Ordes,https://www.wikidata.org/entity/Q1442661,12605
15060,Oroso,https://www.wikidata.org/entity/Q924131,7530
15061,Ortigueira,https://www.wikidata.org/entity/Q1375842,5485
15062,Serra de Outes,https://www.wikidata.org/entity/Q936870,6150
15064_AM,"Paderne, A Coruña",https://www.wikidata.org/entity/Q426243,5606
15065,Padrón,https://www.wikidata.org/entity/Q500494,8317
15066,O Pino,https://www.wikidata.org/entity/Q841313,4639
15067,A Pobra do Caramiñal,https://www.wikidata.org/entity/Q300525,9291
15068,Ponteceso,https://www.wikidata.org/entity/Q1450823,5457
15069,Pontedeume,https://www.wikidata.org/entity/Q765283,7687
15070_AM,As Pontes de García Rodríguez,https://www.wikidata.org/entity/Q1442761,11108
15071,Porto do Son,https://www.wikidata.org/entity/Q1450836,9155
15072,Rianxo,https://www.wikidata.org/entity/Q835911,11004
15073,Ribeira,https://www.wikidata.org/entity/Q904130,26839
15074,Rois,https://www.wikidata.org/entity/Q1442533,4493
15075,Sada,https://www.wikidata.org/entity/Q633493,16382
15076,San Sadurniño,https://www.wikidata.org/entity/Q1442511,2812
15077,Santa Comba,https://www.wikidata.org/entity/Q1442500,9359
15078,Santiago de Compostela,https://www.wikidata.org/entity/Q14314,97858
15082,"Teo, A Coruña",https://www.wikidata.org/entity/Q1635642,18778
15084,Tordoia,https://www.wikidata.org/entity/Q837056,3228
15085,"Touro, A Coruña",https://www.wikidata.org/entity/Q904203,3495
15086,Trazo,https://www.wikidata.org/entity/Q1616102,3059
15087,Valdoviño,https://www.wikidata.org/entity/Q969030,6872
15088,Val do Dubra,https://www.wikidata.org/entity/Q1450828,3816
15089,Vedra,https://www.wikidata.org/entity/Q1616092,5032
15092,Vimianzo,https://www.wikidata.org/entity/Q1616162,6925
15093,Zas,https://www.wikidata.org/entity/Q148174,4384
15901_AM,Cariño,https://www.wikidata.org/entity/Q1403988,5072
15902,Oza-Cesuras,https://www.wikidata.org/entity/Q13423086,5170
16023_AM,Chillarón de Cuenca,https://www.wikidata.org/entity/Q1993772,4845
16027_AM,Barajas de Melo,https://www.wikidata.org/entity/Q1904541,5123
16042_AM,Campillo de Altobuey,https://www.wikidata.org/entity/Q1771918,4523
16066,Casasimarro,https://www.wikidata.org/entity/Q1647141,3089
